rule,C_peak,AUC,scale_entropy,beta_var,entity_scale,C_unified
12,0.003510121147065191,0.003517380916406334,0.02138596603687975,8.196990243513811e-06,4,7.50667163153283e-05
207,0.003273600565169281,0.0032807046509280508,0.022287038036168307,7.128814362533247e-06,4,7.295834020468631e-05
222,0.004605017499689043,0.004611391275144776,0.01583406432206715,4.71025098128016e-06,2,7.291579984260338e-05
64,5.5002653764555465e-05,8.842902398176787e-05,1.2987004571959737,8.039717670919257e-10,2,7.143197153359073e-05
234,0.00010059649102454436,0.00011621693106582276,0.6934317463312001,1.6086867973585635e-09,0,6.975680033372386e-05
205,0.002156283552737001,0.0021627853088956313,0.029515941810525047,3.090368813919815e-06,4,6.36445431844661e-05
249,5.3468940668747564e-05,7.710339673420518e-05,1.134100736266016,1.6431987586815396e-10,0,6.063916496982632e-05
217,3.696949153351747e-05,6.870155015915682e-05,1.326667894443635,2.9939718979889193e-10,4,4.904623747673911e-05
218,0.000185321499994453,0.00019234714554535696,0.22613009434617282,6.796917317921381e-09,0,4.190676799328309e-05
176,0.4109456911504857,0.4109474842865488,8.790853045657603e-05,0.03752774331374823,0,3.4818955000778976e-05
248,0.00019647925042205706,0.0002010334826780303,0.15609382440445105,7.99597389356283e-09,0,3.066919736926864e-05
245,0.22375001369367517,0.2237515781416129,0.00012982955455161847,0.01112511522211552,0,2.872974290860836e-05
233,2.1281637002994225e-05,3.331684213758805e-05,1.300041411174537,2.9082178616734447e-11,0,2.7667009400672245e-05
253,2.097335357806534e-05,2.788561788042179e-05,0.9307371741688573,1.0986462350237555e-10,2,1.9520679839948194e-05
237,3.9426837238062636e-05,4.405054987116083e-05,0.48453578419391863,2.381592341944196e-10,0,1.9103713494880948e-05
255,9.435834129669189e-06,2.0405072084660905e-05,1.5318609706263326,3.3519234411119545e-12,0,1.445438602849567e-05
0,8.151722796516152e-06,2.004773764218781e-05,1.567134506797441,9.69578500451097e-12,4,1.2774846084143934e-05
236,0.003499654599254706,0.0035004049900055584,0.002921926301825922,2.719934595114683e-06,0,1.0225705007619571e-05
254,1.0405674269300288e-05,1.5658923420169565e-05,0.9204271503107753,6.0171418586294125e-12,0,9.577665114696593e-06
8,6.501756158630325e-06,1.2377325640729975e-05,1.4265572417064982,1.2973132844337768e-11,1,9.275127331783587e-06
239,7.0549607893727624e-06,1.3737958847990553e-05,1.3006802426352284,2.3306377936774125e-11,4,9.176248111089521e-06
251,9.540174997747216e-06,1.4474938284490986e-05,0.925694215444725,5.0744642427205e-12,0,8.831284809700178e-06
250,9.401977084573871e-06,1.372390302627335e-05,0.8987708979878988,5.006746364490093e-12,0,8.450223387121798e-06
235,6.2753161193725535e-06,1.0802723278600038e-05,0.9810317810976631,3.475356839675788e-12,0,6.156284549517536e-06
238,4.443772937975143e-05,4.5084711591227576e-05,0.10841792145661405,4.199369531317006e-10,0,4.81784625158097e-06
247,0.12438365925254945,0.12438386883043911,3.4745871055280626e-05,0.0034380481077759223,0,4.3070108751834514e-06
223,6.226554393007728e-06,6.968790449554637e-06,0.4892941524569304,5.9017784809724664e-12,0,3.0466166544357127e-06
252,4.74879576667548e-05,4.7695127070832606e-05,0.04033676519500012,4.946046055940827e-10,0,1.9155105970465736e-06
219,6.356570737028507e-05,6.356570737028507e-05,-1.4428232973175175e-12,8.979109229966031e-10,0,-9.171408342196406e-17
