mean_H,std_H,opacity_up,opacity_down,opacity_temp_mi1,opacity_temp_decay,tcomp,gzip,gzip_byte,fractal_dim,score,score_geom,w_H,w_OP_s,w_OP_t,w_geom,w_T,w_G,w_dim,T,seed,magnetisation
0.503646,0.18503,0.526992,0.464372,0.090302,0.088683,0.675566,0.581875,0.09127,,0.404008,0.396148,1.0,0.0,0.509488,0.499576,0.793354,0.999516,,2.255,0,0.107656
0.551647,0.195435,0.631802,0.500747,0.107112,0.107111,0.686387,0.605469,0.095703,,0.53735,0.501465,1.0,0.0,0.623914,0.582248,0.861911,0.999241,,2.255,1,0.087539
0.521732,0.194945,0.576568,0.479251,0.097468,0.097356,0.67875,0.585625,0.093125,,0.45853,0.43789,1.0,0.0,0.563263,0.537908,0.814484,0.99948,,2.255,2,0.026836
0.520816,0.198788,0.589145,0.478038,0.104024,0.099079,0.696895,0.587812,0.09334,,0.540811,0.504231,1.0,0.0,0.589476,0.549605,0.91794,0.999459,,2.255,3,0.214883
0.555892,0.212055,0.640318,0.50402,0.092807,0.092736,0.675293,0.605625,0.096387,,0.420926,0.439641,1.0,0.0,0.532208,0.555872,0.791507,0.999238,,2.255,4,0.143789
0.515026,0.192412,0.554751,0.473873,0.084373,0.078844,0.665137,0.5875,0.093418,,0.325371,0.353773,1.0,0.0,0.452233,0.491708,0.719865,0.999462,,2.255,5,0.019766
0.543942,0.203268,0.616406,0.495123,0.060816,0.059498,0.641211,0.602031,0.094941,,0.215944,0.332157,1.0,0.0,0.289585,0.445428,0.746233,0.99929,,2.255,6,0.035742
0.544053,0.196264,0.602963,0.498481,0.084899,0.079347,0.670059,0.609062,0.095781,,0.344126,0.389086,1.0,0.0,0.456014,0.515592,0.755254,0.999186,,2.255,7,0.068164
0.534032,0.203738,0.598753,0.490142,0.105256,0.099245,0.689941,0.597969,0.094629,,0.523383,0.49239,1.0,0.0,0.593678,0.558522,0.882174,0.999343,,2.255,8,0.094766
0.544844,0.206719,0.620364,0.501349,0.075189,0.074797,0.654277,0.614531,0.097031,,0.261881,0.325017,1.0,0.0,0.403358,0.500602,0.649842,0.999094,,2.255,9,0.054375
0.516286,0.200784,0.565171,0.475004,0.080495,0.080297,0.674102,0.5875,0.092598,,0.347549,0.385299,1.0,0.0,0.44388,0.492094,0.7834,0.999462,,2.255,10,0.194805
0.50905,0.204799,0.563455,0.469881,0.066706,0.066466,0.649824,0.589219,0.093457,,0.231504,0.305746,1.0,0.0,0.339016,0.447735,0.683251,0.999444,,2.255,11,0.029687
0.513564,0.210129,0.55535,0.472609,0.096912,0.096911,0.684121,0.585156,0.092324,,0.474819,0.447479,1.0,0.0,0.559975,0.527731,0.848366,0.999485,,2.255,12,0.132852
0.498829,0.171034,0.49767,0.463322,0.093911,0.093713,0.683516,0.579844,0.091328,,0.455299,0.421401,1.0,0.0,0.53928,0.499129,0.844667,0.999533,,2.255,13,0.204648
0.526308,0.199452,0.583907,0.483821,0.087538,0.087392,0.674199,0.594531,0.094473,,0.388058,0.406786,1.0,0.0,0.495234,0.519134,0.784068,0.999385,,2.255,14,0.104258
0.524147,0.178559,0.552189,0.485476,0.102743,0.102725,0.685215,0.603906,0.094629,,0.510276,0.463915,1.0,0.0,0.597279,0.543014,0.854964,0.999263,,2.255,15,0.086094
0.539825,0.20064,0.602928,0.493573,0.092321,0.077419,0.67832,0.604219,0.096113,,0.383113,0.421717,1.0,0.0,0.472353,0.519949,0.811675,0.999259,,2.255,16,0.051172
0.503669,0.189121,0.528195,0.465369,0.090048,0.089922,0.67291,0.578281,0.091602,,0.397482,0.388552,1.0,0.0,0.512977,0.501453,0.775204,0.999547,,2.255,17,0.026523
0.550881,0.209086,0.639809,0.502579,0.092565,0.088254,0.675176,0.613281,0.096543,,0.407327,0.433999,1.0,0.0,0.515594,0.549357,0.790713,0.999116,,2.255,18,0.054297
0.519643,0.195651,0.566436,0.476224,0.128893,0.127585,0.706348,0.5875,0.092402,,0.702842,0.55778,1.0,0.0,0.734637,0.583013,0.957236,0.999462,,2.255,19,0.032617
0.526636,0.195714,0.578748,0.483046,0.088921,0.087665,0.673965,0.593906,0.093867,,0.391831,0.406124,1.0,0.0,0.50107,0.519349,0.782464,0.999392,,2.26,0,0.134375
0.554887,0.192262,0.625988,0.504914,0.100359,0.097969,0.680371,0.611094,0.095508,,0.473586,0.46677,1.0,0.0,0.574561,0.566291,0.824957,0.999153,,2.26,1,0.02668
0.528944,0.198484,0.565785,0.485883,0.065143,0.065089,0.660859,0.59,0.094727,,0.225444,0.308398,1.0,0.0,0.327702,0.448283,0.688341,0.999436,,2.26,2,0.204648
0.538791,0.202158,0.621845,0.492017,0.075925,0.074237,0.657715,0.602344,0.09543,,0.268381,0.330934,1.0,0.0,0.403969,0.498123,0.664836,0.999285,,2.26,3,0.084844
0.55499,0.204351,0.632551,0.503679,0.0788,0.063651,0.656074,0.611875,0.096895,,0.24104,0.31958,1.0,0.0,0.369731,0.490205,0.652493,0.99914,,2.26,4,0.021367
0.543309,0.21245,0.62008,0.495539,0.074497,0.073743,0.656934,0.604375,0.096348,,0.261232,0.326495,1.0,0.0,0.396723,0.495835,0.658964,0.999257,,2.26,5,0.110664
0.5514,0.201904,0.620303,0.50227,0.047647,0.032711,0.62623,0.607969,0.096426,,0.118446,0.295514,1.0,0.0,0.140082,0.349494,0.846222,0.999203,,2.26,6,0.089648
0.5504,0.196534,0.60771,0.503526,0.071975,0.069965,0.663359,0.612187,0.096582,,0.263147,0.342454,1.0,0.0,0.372609,0.484905,0.70684,0.999135,,2.26,7,0.166094
0.540345,0.214673,0.610516,0.494489,0.077302,0.077051,0.693906,0.597969,0.095254,,0.378965,0.453412,1.0,0.0,0.419842,0.502319,0.90323,0.999343,,2.26,8,0.317734
0.540779,0.202989,0.600526,0.498519,0.069872,0.068645,0.649824,0.611875,0.096934,,0.245442,0.324732,1.0,0.0,0.359536,0.475684,0.683251,0.99914,,2.26,9,0.055742
0.519005,0.200722,0.557309,0.478292,0.078286,0.077455,0.673359,0.588906,0.092617,,0.330631,0.376401,1.0,0.0,0.425044,0.483884,0.778304,0.999447,,2.26,10,0.195
0.510089,0.198,0.548621,0.471646,0.080218,0.079875,0.661836,0.590625,0.093633,,0.30678,0.337268,1.0,0.0,0.441287,0.485143,0.69559,0.999429,,2.26,11,0.052187
0.524265,0.211072,0.591417,0.482237,0.092257,0.090228,0.67627,0.593125,0.094043,,0.416059,0.422631,1.0,0.0,0.521636,0.529876,0.798082,0.999401,,2.26,12,0.042227
0.510052,0.175866,0.518275,0.471893,0.08444,0.084398,0.669219,0.582344,0.092656,,0.354524,0.365015,1.0,0.0,0.473374,0.487382,0.749295,0.999511,,2.26,13,0.168047
0.528622,0.195219,0.571662,0.486242,0.084927,0.084577,0.670781,0.597969,0.094785,,0.361525,0.387135,1.0,0.0,0.475783,0.509487,0.760352,0.999343,,2.26,14,0.056953
0.542409,0.189879,0.597229,0.49956,0.095319,0.095266,0.677832,0.613594,0.096953,,0.443644,0.442016,1.0,0.0,0.549237,0.547221,0.808466,0.99911,,2.26,15,0.078516
0.556414,0.201927,0.631758,0.506716,0.062535,0.060311,0.649824,0.616563,0.098125,,0.204238,0.312315,1.0,0.0,0.299203,0.457532,0.683251,0.999057,,2.26,16,0.11332
0.51488,0.191334,0.554763,0.473944,0.089342,0.08925,0.672402,0.584219,0.093223,,0.391941,0.394304,1.0,0.0,0.50816,0.511224,0.771685,0.999494,,2.26,17,0.061563
0.554822,0.210862,0.629614,0.506608,0.073165,0.067669,0.668438,0.6125,0.09748,,0.273308,0.363765,1.0,0.0,0.367808,0.489541,0.743721,0.999129,,2.26,18,0.229062
0.545083,0.204491,0.609758,0.496175,0.085606,0.0848,0.668105,0.604531,0.095215,,0.354859,0.389116,1.0,0.0,0.479027,0.525271,0.741343,0.999254,,2.26,19,0.0225
0.53196,0.192715,0.597799,0.487998,0.068915,0.068075,0.665176,0.598594,0.094805,,0.254539,0.337545,1.0,0.0,0.353688,0.469026,0.72015,0.999335,,2.265,0,0.238047
0.568806,0.1965,0.6421,0.516033,0.091661,0.091661,0.670898,0.621875,0.098184,,0.39889,0.424357,1.0,0.0,0.524593,0.558086,0.761176,0.998953,,2.265,1,0.055898
0.542074,0.198741,0.591248,0.495553,0.060274,0.060066,0.641719,0.598281,0.096055,,0.215008,0.326144,1.0,0.0,0.289724,0.439481,0.742603,0.999339,,2.265,2,0.061523
0.530637,0.195994,0.603844,0.48551,0.08481,0.084383,0.67041,0.595,0.094141,,0.359441,0.392419,1.0,0.0,0.474655,0.518204,0.757738,0.99938,,2.265,3,0.148438
0.558132,0.208675,0.623053,0.505362,0.070381,0.069585,0.659395,0.609062,0.096953,,0.247137,0.329123,1.0,0.0,0.365119,0.486243,0.67742,0.999186,,2.265,4,0.182734
0.550678,0.217595,0.629348,0.501663,0.064909,0.064905,0.652754,0.60625,0.097109,,0.215483,0.309708,1.0,0.0,0.326092,0.468683,0.661314,0.999229,,2.265,5,0.185078
0.556395,0.201913,0.630713,0.506708,0.046087,0.045965,0.625293,0.613437,0.097578,,0.157596,0.331277,1.0,0.0,0.185154,0.389207,0.851914,0.999113,,2.265,6,0.05168
0.562129,0.198225,0.635386,0.512333,0.070565,0.068869,0.653223,0.618125,0.097852,,0.238564,0.322483,1.0,0.0,0.363029,0.490731,0.657789,0.999028,,2.265,7,0.041211
0.568899,0.223667,0.672085,0.516205,0.062378,0.06236,0.659629,0.615938,0.09834,,0.208025,0.321489,1.0,0.0,0.306577,0.473796,0.679171,0.999069,,2.265,8,0.194297
0.553327,0.20272,0.63348,0.508948,0.048732,0.048199,0.622891,0.62375,0.099316,,0.175168,0.348148,1.0,0.0,0.202462,0.402395,0.866131,0.998914,,2.265,9,0.031055
0.526906,0.202951,0.574115,0.484073,0.077572,0.077498,0.680156,0.593437,0.093555,,0.347784,0.40306,1.0,0.0,0.422537,0.489694,0.823581,0.999398,,2.265,10,0.251484
0.516115,0.198943,0.557088,0.476733,0.084587,0.084562,0.662754,0.592812,0.093125,,0.333079,0.35193,1.0,0.0,0.474498,0.501354,0.702378,0.999405,,2.265,11,0.051875
0.535904,0.215654,0.597234,0.492293,0.105798,0.104859,0.697344,0.600469,0.095449,,0.563792,0.519406,1.0,0.0,0.613199,0.564924,0.920061,0.999311,,2.265,12,0.184766
0.50573,0.171345,0.506455,0.470381,0.09802,0.094706,0.674941,0.585469,0.092949,,0.438654,0.402085,1.0,0.0,0.556163,0.509798,0.789124,0.999482,,2.265,13,0.030977
0.539431,0.19499,0.598806,0.494729,0.081188,0.080864,0.664258,0.608594,0.095723,,0.319748,0.363768,1.0,0.0,0.448541,0.510292,0.713439,0.999193,,2.265,14,0.043789
0.554829,0.193309,0.616147,0.511422,0.075106,0.074235,0.657246,0.624531,0.098906,,0.264829,0.331458,1.0,0.0,0.400901,0.501765,0.661314,0.998897,,2.265,15,0.06082
0.55883,0.201271,0.643015,0.510012,0.073402,0.055124,0.662383,0.617812,0.098926,,0.21924,0.327496,1.0,0.0,0.313665,0.468547,0.699637,0.999034,,2.265,16,0.14
0.530657,0.20048,0.596397,0.486492,0.070475,0.06866,0.653203,0.594531,0.094766,,0.237939,0.310196,1.0,0.0,0.361867,0.471759,0.657936,0.999385,,2.265,17,0.025273
0.57007,0.210588,0.660071,0.519081,0.112114,0.110341,0.688438,0.622969,0.098145,,0.56538,0.528452,1.0,0.0,0.647763,0.605453,0.873754,0.998931,,2.265,18,0.021406
0.539697,0.202891,0.592293,0.492872,0.082504,0.074453,0.663105,0.600625,0.09498,,0.301721,0.352267,1.0,0.0,0.428287,0.500036,0.70497,0.999309,,2.265,19,0.002383
0.534706,0.191663,0.58221,0.491787,0.071609,0.060899,0.657891,0.601719,0.096035,,0.222285,0.304393,1.0,0.0,0.33392,0.457262,0.666156,0.999294,,2.27,0,0.148672
0.566781,0.188844,0.62327,0.514795,0.068671,0.068544,0.65918,0.619844,0.098145,,0.239382,0.327135,1.0,0.0,0.354569,0.484548,0.675814,0.998994,,2.27,1,0.180039
0.552818,0.20105,0.61421,0.503593,0.063317,0.063256,0.646289,0.606563,0.097012,,0.222319,0.325713,1.0,0.0,0.313623,0.459478,0.709425,0.999224,,2.27,2,0.065898
0.536299,0.19994,0.595823,0.490974,0.086624,0.086492,0.677207,0.598594,0.095352,,0.392872,0.420314,1.0,0.0,0.488769,0.52291,0.804333,0.999335,,2.27,3,0.20207
0.560473,0.207104,0.646912,0.508165,0.07541,0.07424,0.654785,0.615625,0.097051,,0.259495,0.328764,1.0,0.0,0.402061,0.509386,0.646011,0.999074,,2.27,4,0.030313
0.548363,0.207473,0.634918,0.500672,0.093926,0.093459,0.670488,0.609688,0.09623,,0.407976,0.420681,1.0,0.0,0.538466,0.555234,0.758289,0.999176,,2.27,5,0.068281
0.560064,0.19874,0.635386,0.510508,0.04737,0.046539,0.628418,0.616406,0.09791,,0.159451,0.329243,1.0,0.0,0.19168,0.395791,0.832645,0.99906,,2.27,6,0.115938
0.585964,0.198849,0.67469,0.529407,0.058462,0.056396,0.640645,0.6325,0.100137,,0.20137,0.343069,1.0,0.0,0.268745,0.457853,0.750268,0.998709,,2.27,7,0.022383
0.561201,0.212112,0.650612,0.512016,0.058551,0.058298,0.641465,0.61875,0.098301,,0.205559,0.33581,1.0,0.0,0.276405,0.451548,0.74442,0.999016,,2.27,8,0.028867
0.56339,0.200842,0.644036,0.51546,0.050668,0.046109,0.628789,0.629531,0.100215,,0.167034,0.336382,1.0,0.0,0.201417,0.405626,0.830301,0.998783,,2.27,9,0.045469
0.539225,0.204171,0.600767,0.494636,0.112588,0.109868,0.69084,0.605156,0.095078,,0.57414,0.511796,1.0,0.0,0.647704,0.577372,0.887092,0.999245,,2.27,10,0.003633
0.532567,0.200271,0.582036,0.490653,0.073735,0.073567,0.651152,0.60375,0.095371,,0.264537,0.324596,1.0,0.0,0.393168,0.48243,0.67333,0.999266,,2.27,11,0.039648
0.533921,0.209037,0.591963,0.491653,0.097408,0.094005,0.682617,0.601094,0.095703,,0.462698,0.45579,1.0,0.0,0.551793,0.543554,0.839121,0.999302,,2.27,12,0.076172
0.515751,0.177095,0.521581,0.477814,0.095954,0.093714,0.673301,0.594531,0.093711,,0.424532,0.399885,1.0,0.0,0.546077,0.514373,0.777901,0.999385,,2.27,13,0.030391
0.533972,0.197464,0.593624,0.490559,0.095312,0.094423,0.673984,0.604688,0.095039,,0.427275,0.423753,1.0,0.0,0.546379,0.541875,0.782598,0.999252,,2.27,14,0.027578
0.568092,0.195944,0.643787,0.521459,0.071511,0.064012,0.654902,0.630469,0.09998,,0.223469,0.314627,1.0,0.0,0.346826,0.488304,0.645126,0.99876,,2.27,15,0.033984
0.551449,0.182399,0.60422,0.506236,0.08081,0.080666,0.664297,0.618906,0.09793,,0.318302,0.367167,1.0,0.0,0.446413,0.514946,0.713725,0.999013,,2.27,16,0.015859
0.535375,0.1943,0.602737,0.490404,0.048926,0.04856,0.626582,0.601094,0.095332,,0.172454,0.330819,1.0,0.0,0.204456,0.392208,0.844068,0.999302,,2.27,17,0.024727
0.569024,0.205288,0.642844,0.519941,0.080832,0.08083,0.665273,0.625625,0.099238,,0.321937,0.382107,1.0,0.0,0.447103,0.530667,0.720863,0.998873,,2.27,18,0.104492
0.541577,0.205394,0.608729,0.494807,0.072752,0.072747,0.655859,0.604219,0.095723,,0.251245,0.317518,1.0,0.0,0.386299,0.488196,0.650873,0.999259,,2.27,19,0.065273
0.555678,0.200391,0.638091,0.507869,0.065458,0.059237,0.646719,0.618125,0.09832,,0.215579,0.326417,1.0,0.0,0.305535,0.462623,0.706265,0.999028,,2.275,0,0.073359
0.571493,0.191208,0.637973,0.519007,0.056554,0.050791,0.641348,0.623281,0.099277,,0.178532,0.319936,1.0,0.0,0.239815,0.429759,0.745257,0.998924,,2.275,1,0.148633
0.562687,0.201234,0.630639,0.511046,0.063196,0.062704,0.647871,0.615,0.098359,,0.216827,0.323832,1.0,0.0,0.311032,0.464528,0.697759,0.999086,,2.275,2,0.046602
0.552678,0.203268,0.63062,0.505204,0.06981,0.064658,0.65002,0.612656,0.09748,,0.233938,0.325807,1.0,0.0,0.34342,0.478284,0.681795,0.999127,,2.275,3,0.073359
0.567524,0.204949,0.64861,0.51486,0.055347,0.055285,0.637695,0.620313,0.098672,,0.194785,0.337898,1.0,0.0,0.252895,0.438701,0.771006,0.998985,,2.275,4,0.118828
0.559001,0.204148,0.636133,0.509787,0.079449,0.078282,0.656699,0.6175,0.098223,,0.283947,0.341124,1.0,0.0,0.432471,0.519555,0.657201,0.99904,,2.275,5,0.029063
0.574469,0.202694,0.660479,0.52241,0.033512,0.03215,0.607832,0.626406,0.099785,,0.094438,0.295703,1.0,0.0,0.100444,0.31451,0.941277,0.998856,,2.275,6,0.072578
0.584948,0.194231,0.670479,0.530464,0.059241,0.058111,0.637988,0.634375,0.100703,,0.21371,0.355216,1.0,0.0,0.27829,0.462559,0.768968,0.99866,,2.275,7,0.045391
0.567247,0.208358,0.653023,0.519053,0.046407,0.046397,0.630957,0.623906,0.099609,,0.15315,0.325258,1.0,0.0,0.187799,0.398844,0.816392,0.998911,,2.275,8,0.162031
0.561512,0.192713,0.631887,0.515651,0.073371,0.072925,0.654492,0.628594,0.099375,,0.252071,0.325319,1.0,0.0,0.389331,0.502464,0.648222,0.998805,,2.275,9,0.053633
0.554652,0.202761,0.628593,0.508741,0.075274,0.072746,0.658613,0.618281,0.097461,,0.265526,0.336851,1.0,0.0,0.395764,0.502074,0.671575,0.999025,,2.275,10,0.095703
0.54619,0.204723,0.623919,0.500046,0.105388,0.105072,0.682109,0.608281,0.095684,,0.511709,0.481146,1.0,0.0,0.612616,0.576026,0.835955,0.999198,,2.275,11,0.064102
0.534763,0.203155,0.610651,0.492821,0.085453,0.084922,0.667344,0.604688,0.096191,,0.352161,0.38553,1.0,0.0,0.478923,0.524303,0.735869,0.999252,,2.275,12,0.050273
0.535755,0.187249,0.576463,0.492424,0.0657,0.052792,0.644473,0.608437,0.095801,,0.201359,0.310046,1.0,0.0,0.27884,0.429348,0.722712,0.999196,,2.275,13,0.013594
0.546107,0.19727,0.596991,0.499996,0.055974,0.055816,0.637656,0.612812,0.096738,,0.198238,0.327515,1.0,0.0,0.25725,0.425011,0.771278,0.999124,,2.275,14,0.060898
0.562686,0.194222,0.61308,0.517404,0.047139,0.046907,0.641387,0.626406,0.099609,,0.143006,0.292594,1.0,0.0,0.19218,0.393206,0.744978,0.998856,,2.275,15,0.205234
0.558932,0.187047,0.626409,0.512872,0.079306,0.066864,0.661523,0.625625,0.099414,,0.267008,0.345202,1.0,0.0,0.385575,0.498492,0.693273,0.998873,,2.275,16,0.085352
0.547479,0.201703,0.630875,0.499093,0.058363,0.058132,0.640801,0.606563,0.095918,,0.205902,0.331185,1.0,0.0,0.275058,0.442421,0.749156,0.999224,,2.275,17,0.03875
0.585228,0.209032,0.67593,0.532926,0.055129,0.053952,0.632617,0.638906,0.101328,,0.198703,0.359059,1.0,0.0,0.247046,0.446414,0.805498,0.998535,,2.275,18,0.071523
0.553669,0.209586,0.633488,0.504574,0.081525,0.080681,0.664297,0.610156,0.096816,,0.320264,0.373396,1.0,0.0,0.449095,0.523601,0.713725,0.999168,,2.275,19,0.126016
0.564175,0.202588,0.634964,0.513611,0.05659,0.056375,0.635586,0.622031,0.09875,,0.205344,0.345465,1.0,0.0,0.261682,0.440245,0.785535,0.99895,,2.28,0,0.054453
0.5745,0.199006,0.655211,0.521575,0.06379,0.059402,0.642773,0.626406,0.099844,,0.220407,0.343694,1.0,0.0,0.300207,0.468131,0.735024,0.998856,,2.28,1,0.039844
0.569332,0.203363,0.649293,0.517452,0.043934,0.043893,0.626855,0.620156,0.099043,,0.143486,0.323698,1.0,0.0,0.170506,0.384653,0.842385,0.998988,,2.28,2,0.113867
0.57207,0.204922,0.668881,0.519552,0.065903,0.059887,0.64543,0.624219,0.09957,,0.221486,0.34011,1.0,0.0,0.309796,0.475716,0.715727,0.998904,,2.28,3,0.025156
0.569136,0.205636,0.656599,0.518348,0.061879,0.060187,0.64043,0.626094,0.099355,,0.222473,0.349513,1.0,0.0,0.296259,0.465434,0.751794,0.998863,,2.28,4,0.021055
0.574163,0.213311,0.6619,0.521696,0.062026,0.06156,0.643887,0.623594,0.099531,,0.219415,0.341863,1.0,0.0,0.302148,0.470766,0.726971,0.998917,,2.28,5,0.099531
0.5764,0.195241,0.64804,0.525181,0.040458,0.039786,0.622188,0.630625,0.100449,,0.126144,0.316976,1.0,0.0,0.145142,0.364715,0.870188,0.998756,,2.28,6,0.142344
0.589477,0.190407,0.673271,0.533201,0.045644,0.045401,0.625254,0.640156,0.101035,,0.154545,0.34199,1.0,0.0,0.181632,0.40193,0.852149,0.998498,,2.28,7,0.104336
0.583206,0.217645,0.685259,0.531041,0.047194,0.046754,0.624141,0.633906,0.101699,,0.164526,0.352814,1.0,0.0,0.191831,0.411368,0.858801,0.998673,,2.28,8,0.038008
0.561974,0.196002,0.640442,0.515139,0.059528,0.053477,0.640098,0.629531,0.100117,,0.19658,0.332589,1.0,0.0,0.260983,0.44155,0.754148,0.998783,,2.28,9,0.090234
0.568423,0.203852,0.658805,0.518906,0.070543,0.070306,0.649805,0.625781,0.099199,,0.251557,0.342201,1.0,0.0,0.368514,0.501302,0.683397,0.99887,,2.28,10,0.011641
0.555065,0.205095,0.631268,0.506948,0.066748,0.066681,0.64707,0.616406,0.097949,,0.239027,0.335621,1.0,0.0,0.340004,0.477404,0.703674,0.99906,,2.28,11,0.021484
0.543915,0.20227,0.615341,0.500603,0.083879,0.081993,0.66582,0.609688,0.097285,,0.334973,0.378266,1.0,0.0,0.462512,0.522289,0.724844,0.999176,,2.28,12,0.037148
0.536281,0.182196,0.570399,0.494183,0.050754,0.049437,0.630957,0.607812,0.095723,,0.174734,0.319903,1.0,0.0,0.214202,0.392162,0.816392,0.999205,,2.28,13,0.116328
0.571208,0.202358,0.65865,0.520553,0.065197,0.063345,0.645996,0.626719,0.099004,,0.228239,0.340655,1.0,0.0,0.321121,0.479285,0.711577,0.998849,,2.28,14,0.027383
0.570472,0.19804,0.645715,0.523145,0.066353,0.066129,0.647559,0.634375,0.100801,,0.23516,0.338621,1.0,0.0,0.336359,0.484344,0.70007,0.99866,,2.28,15,0.022969
0.571456,0.189645,0.643602,0.522994,0.055452,0.055334,0.637891,0.63,0.100957,,0.194845,0.338381,1.0,0.0,0.253473,0.440197,0.769648,0.998772,,2.28,16,0.128125
0.539826,0.202926,0.606972,0.494226,0.054204,0.051835,0.632383,0.602187,0.095957,,0.190011,0.333386,1.0,0.0,0.235607,0.413388,0.807048,0.999288,,2.28,17,0.005
0.583369,0.21052,0.67421,0.532621,0.054009,0.053154,0.63,0.637969,0.101406,,0.197054,0.362723,1.0,0.0,0.239902,0.441594,0.822578,0.998562,,2.28,18,0.008867
0.563982,0.214946,0.653431,0.513581,0.05522,0.049889,0.632773,0.619062,0.098437,,0.186147,0.342917,1.0,0.0,0.231622,0.426691,0.804463,0.99901,,2.28,19,0.017344
0.561016,0.200829,0.632486,0.511755,0.059508,0.059302,0.637383,0.618594,0.098535,,0.219272,0.348543,1.0,0.0,0.283877,0.451237,0.773176,0.999019,,2.285,0,0.07082
0.571535,0.196479,0.649874,0.520904,0.057133,0.056898,0.638125,0.629687,0.099453,,0.20382,0.343676,1.0,0.0,0.26571,0.448033,0.768015,0.998779,,2.285,1,0.08668
0.572953,0.206929,0.664391,0.520133,0.044427,0.036811,0.625098,0.622656,0.099805,,0.12526,0.313841,1.0,0.0,0.146987,0.368279,0.85309,0.998937,,2.285,2,0.035977
0.570563,0.199037,0.658389,0.517786,0.063583,0.063446,0.642109,0.623594,0.099395,,0.233064,0.351396,1.0,0.0,0.315377,0.475501,0.739802,0.998917,,2.285,3,0.037734
0.572836,0.198384,0.644343,0.51973,0.068776,0.068667,0.648125,0.624687,0.099746,,0.24707,0.341932,1.0,0.0,0.355441,0.491911,0.695879,0.998894,,2.285,4,0.002383
0.582562,0.218739,0.676854,0.527837,0.044945,0.044619,0.624395,0.629219,0.100723,,0.151117,0.340219,1.0,0.0,0.176486,0.397333,0.857294,0.99879,,2.285,5,0.133242
0.599021,0.205305,0.703518,0.54241,0.03937,0.039225,0.613652,0.642813,0.103027,,0.127774,0.341485,1.0,0.0,0.139815,0.373666,0.915326,0.998416,,2.285,6,0.00082
0.587967,0.198123,0.677874,0.534202,0.045425,0.0447,0.620234,0.641875,0.10127,,0.156981,0.352487,1.0,0.0,0.178421,0.40063,0.881201,0.998446,,2.285,7,0.010664
0.586211,0.215419,0.690969,0.534265,0.040717,0.040341,0.615137,0.638437,0.102129,,0.134025,0.342061,1.0,0.0,0.14781,0.377245,0.908053,0.998548,,2.285,8,0.024922
0.580207,0.195723,0.655686,0.530024,0.039097,0.037024,0.608887,0.640312,0.102832,,0.123325,0.331321,1.0,0.0,0.131831,0.354174,0.936889,0.998493,,2.285,9,0.020078
0.561049,0.196644,0.614628,0.514277,0.047418,0.047395,0.63625,0.623125,0.099336,,0.152052,0.307867,1.0,0.0,0.194901,0.394624,0.78099,0.998927,,2.285,10,0.178359
0.552031,0.199267,0.612025,0.505521,0.067235,0.066821,0.667188,0.609844,0.09752,,0.251377,0.347372,1.0,0.0,0.342413,0.473171,0.734743,0.999173,,2.285,11,0.265156
0.569315,0.204729,0.661333,0.519675,0.064808,0.058587,0.643633,0.623281,0.10002,,0.218803,0.341582,1.0,0.0,0.300542,0.469188,0.728813,0.998924,,2.285,12,0.020898
0.540538,0.184755,0.572844,0.499666,0.065048,0.063119,0.644844,0.6125,0.097344,,0.229967,0.324163,1.0,0.0,0.319673,0.450614,0.720008,0.999129,,2.285,13,0.057813
0.562135,0.194959,0.638055,0.515532,0.043562,0.043319,0.621055,0.630469,0.100273,,0.146454,0.332182,1.0,0.0,0.167274,0.379404,0.876623,0.99876,,2.285,14,0.051367
0.581178,0.193054,0.64632,0.532241,0.03414,0.030396,0.613809,0.641563,0.102031,,0.088531,0.282015,1.0,0.0,0.09695,0.308834,0.914573,0.998455,,2.285,15,0.118008
0.569427,0.185458,0.634509,0.522819,0.055677,0.05307,0.635625,0.633281,0.101289,,0.192665,0.339977,1.0,0.0,0.245671,0.433512,0.785268,0.998689,,2.285,16,0.067461
0.551153,0.205047,0.628569,0.502858,0.047894,0.047597,0.628477,0.608594,0.097695,,0.164089,0.329543,1.0,0.0,0.197316,0.396274,0.832275,0.999193,,2.285,17,0.063437
0.607449,0.214274,0.710623,0.549456,0.049559,0.049427,0.62541,0.646875,0.102734,,0.178339,0.368923,1.0,0.0,0.209874,0.434157,0.851207,0.998283,,2.285,18,0.080781
0.560718,0.212321,0.650244,0.511772,0.07001,0.069829,0.649473,0.616875,0.097402,,0.249858,0.339236,1.0,0.0,0.36464,0.495076,0.685871,0.999051,,2.285,19,0.001836
0.567271,0.1949,0.625214,0.517771,0.056764,0.056647,0.63582,0.624844,0.09957,,0.206233,0.344628,1.0,0.0,0.263366,0.440101,0.783934,0.99889,,2.29,0,0.024414
0.590735,0.196732,0.677698,0.536629,0.045654,0.045643,0.619609,0.6425,0.102051,,0.161205,0.357135,1.0,0.0,0.182513,0.404342,0.884644,0.998426,,2.29,1,0.007422
0.585082,0.20114,0.672974,0.531169,0.049034,0.048111,0.632109,0.635625,0.100449,,0.164144,0.33683,1.0,0.0,0.203214,0.417002,0.808852,0.998627,,2.29,2,0.055898
0.581061,0.202617,0.666122,0.526409,0.046191,0.045262,0.627012,0.632344,0.100703,,0.153811,0.336008,1.0,0.0,0.183035,0.399849,0.84142,0.998713,,2.29,3,0.112578
