mean_H,std_H,opacity_up,opacity_down,opacity_temp_mi1,opacity_temp_decay,tcomp,gzip,gzip_byte,fractal_dim,score,score_geom,w_H,w_OP_s,w_OP_t,w_geom,w_T,w_G,w_dim,beta,R0,seed,mapping,regime,final_I_density,final_S_density
0.333348,0.25375,0.297247,0.287537,0.927268,0.355371,0.99156,0.077385,0.041156,,0.075313,0.045605,1.0,0.0,0.620404,0.375681,0.187,0.649164,,0.06,4.8,4,susceptible,super-critical,0.0,0.030334
0.174904,0.260343,0.181811,0.188949,0.777603,0.6212,0.98754,0.12115,0.032022,,0.176605,0.058233,1.0,0.0,0.976857,0.322104,0.215963,0.837129,,0.065,5.2,0,infected,super-critical,0.0,0.020447
0.283541,0.267238,0.281417,0.24211,0.922717,0.371658,0.99167,0.074551,0.038209,,0.076308,0.041624,1.0,0.0,0.647805,0.353358,0.186248,0.632461,,0.065,5.2,0,susceptible,super-critical,0.0,0.020447
0.168552,0.263235,0.173161,0.182009,0.781152,0.61762,0.987702,0.117441,0.030881,,0.172905,0.05543,1.0,0.0,0.975176,0.312624,0.21474,0.825682,,0.065,5.2,1,infected,super-critical,0.0,0.019226
0.263397,0.255051,0.246946,0.229907,0.91865,0.383807,0.991783,0.073132,0.038284,,0.077631,0.038925,1.0,0.0,0.670896,0.336394,0.185474,0.623874,,0.065,5.2,1,susceptible,super-critical,0.0,0.019226
0.166318,0.258776,0.16515,0.181808,0.782943,0.620445,0.987999,0.114736,0.030533,,0.169133,0.053345,1.0,0.0,0.974283,0.307291,0.212513,0.816879,,0.065,5.2,2,infected,super-critical,0.0,0.022278
0.279475,0.248206,0.2549,0.242892,0.922694,0.362385,0.991978,0.069524,0.038403,,0.071735,0.037901,1.0,0.0,0.647783,0.342257,0.184154,0.601337,,0.065,5.2,2,susceptible,super-critical,0.0,0.022278
0.164426,0.263723,0.168386,0.177992,0.782866,0.620831,0.987877,0.113984,0.030363,,0.169342,0.053395,1.0,0.0,0.974322,0.307212,0.213425,0.814361,,0.065,5.2,3,infected,super-critical,0.0,0.021545
0.265386,0.245391,0.23049,0.237332,0.916576,0.389221,0.991897,0.069294,0.038919,,0.075583,0.037017,1.0,0.0,0.682178,0.334105,0.1847,0.59987,,0.065,5.2,3,susceptible,super-critical,0.0,0.021545
0.164968,0.263364,0.168336,0.178779,0.782686,0.622761,0.987748,0.116633,0.030458,,0.17195,0.054288,1.0,0.0,0.974414,0.307642,0.214393,0.823093,,0.065,5.2,4,infected,super-critical,0.0,0.02063
0.265543,0.248616,0.240687,0.233797,0.914934,0.397527,0.991814,0.072876,0.037667,,0.079658,0.039051,1.0,0.0,0.690927,0.338713,0.185264,0.622306,,0.065,5.2,4,susceptible,super-critical,0.0,0.02063
0.162519,0.266985,0.170479,0.175476,0.780765,0.615109,0.98785,0.112908,0.029927,,0.168921,0.053201,1.0,0.0,0.975365,0.307187,0.213627,0.810703,,0.07,5.6,0,infected,super-critical,0.0,0.013672
0.221362,0.257559,0.221794,0.191388,0.90868,0.424982,0.99189,0.067319,0.032168,,0.078351,0.033917,1.0,0.0,0.72237,0.312702,0.184752,0.587077,,0.07,5.6,0,susceptible,super-critical,0.0,0.013672
0.156981,0.267393,0.156899,0.171466,0.782443,0.61386,0.988099,0.108145,0.029108,,0.163805,0.049746,1.0,0.0,0.974535,0.295959,0.211765,0.793734,,0.07,5.6,1,infected,super-critical,0.0,0.015198
0.216545,0.238751,0.197375,0.189663,0.908746,0.413744,0.992063,0.065886,0.031577,,0.076554,0.031789,1.0,0.0,0.721979,0.299796,0.183575,0.577606,,0.07,5.6,1,susceptible,super-critical,0.0,0.015198
0.15714,0.263555,0.152697,0.172876,0.785943,0.614872,0.988251,0.107573,0.029025,,0.162188,0.048972,1.0,0.0,0.972714,0.293709,0.210631,0.791611,,0.07,5.6,2,infected,super-critical,0.0,0.016113
0.22691,0.238336,0.20673,0.196759,0.910388,0.40395,0.99216,0.066941,0.031845,,0.076346,0.032844,1.0,0.0,0.71396,0.307142,0.18292,0.584591,,0.07,5.6,2,susceptible,super-critical,0.0,0.016113
0.158065,0.267466,0.157589,0.172448,0.784991,0.616724,0.988129,0.109084,0.029426,,0.164121,0.05006,1.0,0.0,0.973222,0.296854,0.21154,0.797186,,0.07,5.6,3,infected,super-critical,0.0,0.014038
0.211994,0.243182,0.203462,0.186595,0.90587,0.426114,0.992087,0.064587,0.033491,,0.076745,0.031619,1.0,0.0,0.735525,0.303037,0.183412,0.568886,,0.07,5.6,3,susceptible,super-critical,0.0,0.014038
0.154883,0.268282,0.159098,0.168193,0.784884,0.619331,0.98806,0.107937,0.029066,,0.163657,0.049671,1.0,0.0,0.973279,0.295398,0.212052,0.792965,,0.07,5.6,4,infected,super-critical,0.0,0.016113
0.2173,0.237308,0.195202,0.194125,0.905256,0.43262,0.992028,0.065078,0.032356,,0.077659,0.031903,1.0,0.0,0.738362,0.303326,0.183813,0.572196,,0.07,5.6,4,susceptible,super-critical,0.0,0.016113
0.152469,0.26746,0.155968,0.165798,0.783021,0.612714,0.988218,0.105193,0.028351,,0.160771,0.048188,1.0,0.0,0.974242,0.29201,0.210876,0.782555,,0.075,6.0,0,infected,super-critical,0.0,0.011902
0.1923,0.239928,0.188884,0.167993,0.900839,0.448235,0.992137,0.063765,0.029619,,0.078156,0.029695,1.0,0.0,0.757856,0.287945,0.183079,0.563295,,0.075,6.0,0,susceptible,super-critical,0.0,0.011902
0.149356,0.266559,0.189076,0.164304,0.785477,0.609666,0.988468,0.103425,0.028047,,0.157737,0.05036,0.999999,0.0,0.972963,0.310632,0.209024,0.775608,,0.075,6.0,1,infected,super-critical,0.0,0.010681
0.176117,0.228082,0.174515,0.156323,0.899165,0.442528,0.992322,0.063716,0.027908,,0.078295,0.028073,1.0,0.0,0.764861,0.274247,0.181834,0.562961,,0.075,6.0,1,susceptible,super-critical,0.0,0.010681
0.150107,0.264011,0.1856,0.165456,0.786268,0.615061,0.988501,0.104314,0.028127,,0.158197,0.050333,0.999999,0.0,0.972539,0.30943,0.208778,0.779125,,0.075,6.0,2,infected,super-critical,0.0,0.012573
0.193497,0.230696,0.184319,0.166672,0.900731,0.438926,0.992333,0.065933,0.027957,,0.079649,0.029923,1.0,0.0,0.758274,0.28487,0.181756,0.577915,,0.075,6.0,2,susceptible,super-critical,0.0,0.012573
0.150606,0.267885,0.189135,0.164115,0.787864,0.613424,0.988393,0.104065,0.02832,,0.15846,0.05062,0.999999,0.0,0.971661,0.310399,0.209577,0.778144,,0.075,6.0,3,infected,super-critical,0.0,0.011353
0.183586,0.232849,0.181595,0.160786,0.898865,0.447609,0.992274,0.065283,0.028208,,0.080044,0.029344,1.0,0.0,0.766123,0.280856,0.182156,0.573573,,0.075,6.0,3,susceptible,super-critical,0.0,0.011353
0.146659,0.26942,0.192596,0.159333,0.787313,0.615545,0.988387,0.102725,0.027623,,0.157452,0.050067,0.999999,0.0,0.971967,0.309067,0.209618,0.772801,,0.075,6.0,4,infected,super-critical,0.0,0.012207
0.179698,0.224713,0.16781,0.160219,0.89631,0.458419,0.99226,0.061348,0.029107,,0.07735,0.027339,1.0,0.0,0.776498,0.274448,0.182252,0.54657,,0.075,6.0,4,susceptible,super-critical,0.0,0.012207
0.14586,0.268446,0.189913,0.159305,0.786591,0.607662,0.988546,0.100981,0.027302,,0.155191,0.049101,0.999999,0.0,0.972362,0.307647,0.208444,0.765685,,0.08,6.4,0,infected,super-critical,0.0,0.007812
0.151867,0.22678,0.15946,0.133387,0.886948,0.492189,0.992362,0.060178,0.020235,,0.079278,0.025013,0.999999,0.0,0.811111,0.255916,0.181566,0.538317,,0.08,6.4,0,susceptible,super-critical,0.0,0.007812
0.143287,0.26601,0.179387,0.157922,0.789755,0.604991,0.988797,0.098186,0.026913,,0.151166,0.046839,0.999999,0.0,0.970583,0.300737,0.206598,0.75387,,0.08,6.4,1,infected,super-critical,0.0,0.008423
0.148317,0.211351,0.144044,0.131648,0.892158,0.45504,0.992539,0.058655,0.020676,,0.075386,0.023234,0.999999,0.0,0.792436,0.244234,0.180377,0.527408,,0.08,6.4,1,susceptible,super-critical,0.0,0.008423
0.143812,0.263245,0.176783,0.158983,0.789557,0.610062,0.988865,0.099172,0.026891,,0.151663,0.046872,0.999999,0.0,0.970699,0.300001,0.206097,0.758096,,0.08,6.4,2,infected,super-critical,0.0,0.007996
0.154688,0.218771,0.154951,0.133823,0.889894,0.466843,0.992596,0.059795,0.019703,,0.077196,0.024363,1.0,0.0,0.80074,0.252712,0.18,0.535589,,0.08,6.4,2,susceptible,super-critical,0.0,0.007996
0.144208,0.266644,0.185571,0.157562,0.791924,0.608145,0.988755,0.100078,0.027216,,0.152804,0.047888,0.999999,0.0,0.9693,0.303772,0.206903,0.761922,,0.08,6.4,3,infected,super-critical,0.0,0.009644
0.159172,0.217805,0.159,0.140029,0.893664,0.45936,0.992517,0.057979,0.026422,,0.074214,0.024317,1.0,0.0,0.786787,0.2578,0.180524,0.522509,,0.08,6.4,3,susceptible,super-critical,0.0,0.009644
0.141464,0.268782,0.182832,0.154752,0.789644,0.614255,0.988629,0.099795,0.026737,,0.153465,0.047506,0.999999,0.0,0.970649,0.300471,0.207834,0.760732,,0.08,6.4,4,infected,super-critical,0.0,0.008362
0.146795,0.21532,0.141719,0.131349,0.881858,0.501665,0.992428,0.059138,0.020595,,0.079601,0.023679,0.999999,0.0,0.827828,0.246259,0.181124,0.530889,,0.08,6.4,4,susceptible,super-critical,0.0,0.008362
