model,q,L,T,seed,C_a,mean_H,std_H,op_up,op_down,mi1,decay,tc_mean,gzip_ratio
Potts q=3,3,64,1.5,5,1.1932624568428356,0.9134678135085562,0.014048886924822321,0.0,0.8770707652885162,0.1747793872042073,0.17371206292663352,0.754404296875,0.16251708984375
Potts q=3,3,64,1.55,0,1.0929837464373138,0.9216085750894496,0.013256968692820238,0.0,0.8893592569913352,0.1741054310203,0.1733374198856704,0.7443115234375,0.1643798828125
Potts q=3,3,64,1.55,1,1.1826861978900518,0.915739453339013,0.01654316359791287,0.0,0.8833548120205138,0.1754335551199987,0.17543284015348326,0.7463208007812501,0.16385009765625
Potts q=3,3,64,1.55,2,1.412976974993952,0.9257232270790128,0.015158251948485777,0.06471584584103358,0.893032060864293,0.1716261826265973,0.17154498852200034,0.74473876953125,0.16505859375
Potts q=3,3,64,1.55,3,1.1097779494470537,0.913803513315725,0.013760446758870807,0.0,0.882674268954385,0.13914964836032367,0.13913393440658164,0.74544677734375,0.1636865234375
Potts q=3,3,64,1.55,4,1.3621780191101602,0.9254755209963477,0.015699856671931627,0.06469810981837994,0.8921939186350931,0.14020298051744728,0.14008967138643916,0.74321533203125,0.164609375
Potts q=3,3,64,1.55,5,1.0388751029105934,0.9238096234997433,0.01401183198514306,0.0,0.8911655335639533,0.1533586132477951,0.1533585817061716,0.7434545898437499,0.16486328125
Potts q=3,3,64,1.6,0,1.0128497604927924,0.9228410099714776,0.012264286501080985,0.0,0.8927923381519508,0.1425953400733254,0.14257530644053176,0.737001953125,0.16523681640625
Potts q=3,3,64,1.6,1,1.0443613409563142,0.9184253453503608,0.01207844224739763,0.0,0.8890391789219091,0.13892290612458633,0.13492186588165112,0.7381054687499999,0.1648388671875
Potts q=3,3,64,1.6,2,1.1231348198389777,0.918969622788934,0.01865434248506282,0.0,0.8896292703351807,0.15691403840135051,0.15678941541123367,0.73794921875,0.16470458984375
Potts q=3,3,64,1.6,3,0.9988797987412273,0.9194277043253618,0.01303377656306655,0.0,0.8895860907318157,0.12353241633973325,0.1220111625149281,0.7371484374999999,0.16497314453125
Potts q=3,3,64,1.6,4,1.2760048252126266,0.9165884444012455,0.014760842807948035,0.026885659268501467,0.8876299873373634,0.1449761993361774,0.14305287420542762,0.7388989257812499,0.16459716796875
Potts q=3,3,64,1.6,5,1.1874512572539573,0.911963761627724,0.014197830810573159,0.0,0.8836257165240666,0.16671302202540533,0.16607533178720232,0.73906494140625,0.1638623046875
Potts q=3,3,64,1.7,0,1.056996076272907,0.915993352386758,0.01224300512480093,0.0,0.8914671250224336,0.13463437565795158,0.13421489854300267,0.7256542968749999,0.16585693359375
Potts q=3,3,64,1.7,1,1.0281029875613665,0.91226901477061,0.012696949488113764,0.0,0.8883651460652304,0.11419230591894139,0.11419220428271772,0.7271704101562501,0.16537109375
Potts q=3,3,64,1.7,2,0.9894226076752565,0.914735830420949,0.014425667047921094,0.0,0.8900112529325733,0.10790830282008448,0.10730460454382225,0.72717529296875,0.1654296875
Potts q=3,3,64,1.7,3,1.0867826813868215,0.9130789842555447,0.014722244942743948,0.0,0.888450580581571,0.1297336709052831,0.12959638088276063,0.72718994140625,0.16503173828125
Potts q=3,3,64,1.7,4,0.9665091369234534,0.9223884591538574,0.013995125631687639,0.0,0.896823501277013,0.1233006771327298,0.12303646509253305,0.725546875,0.16633056640625
Potts q=3,3,64,1.7,5,0.9689968822924171,0.920115715345282,0.013666439223049658,0.0,0.8953620034742592,0.11769569329537685,0.11762719474131564,0.7257250976562499,0.16613525390625
Potts q=3,3,64,1.9,0,0.9113824973491482,0.9155677384605966,0.010179158776694171,0.0,0.8966577406749908,0.0989653574403481,0.09890270520154316,0.7079003906250001,0.166708984375
Potts q=3,3,64,1.9,1,0.8591148308738217,0.9174955231928285,0.011979189320492845,0.0,0.8983531723548204,0.08927238226830966,0.08927236760097608,0.70586181640625,0.167119140625
Potts q=3,3,64,1.9,2,1.1162462686861028,0.9204022454187354,0.01234352934848284,0.026886647484687682,0.9017978640196835,0.11654217757492584,0.1165394751421548,0.7058251953125,0.16781494140625
Potts q=3,3,64,1.9,3,0.7933727326939232,0.9228387557333342,0.01154140464325958,0.0,0.9037501220786432,0.08669422803266195,0.0865678568683878,0.7059252929687501,0.168017578125
Potts q=3,3,64,1.9,4,0.890984202893273,0.9163287816421358,0.012301079331341586,0.0,0.8974151684021671,0.09380710393768289,0.093148497796906,0.70695556640625,0.1672412109375
Potts q=3,3,64,1.9,5,0.8163162605388092,0.9237182184095988,0.010954434898274431,0.0,0.9046010332427085,0.09453437741813499,0.09420162569549076,0.7046459960937499,0.16798828125
Potts q=3,3,64,2.1,0,0.8291071610997645,0.916826226402089,0.010108433661426094,0.0,0.9021514707801067,0.08568056924002923,0.08565863318088231,0.6897119140624999,0.16799560546875
Potts q=3,3,64,2.1,1,0.7906000733893261,0.9157883691788509,0.010642590407076505,0.0,0.9005252913698761,0.07531707679486895,0.07527585254177148,0.6913110351562499,0.16775390625
Potts q=3,3,64,2.1,2,0.6993527333821418,0.9185790919228168,0.010558329544193926,0.0,0.9037648941134947,0.06253688346461046,0.0625368159072608,0.6907006835937499,0.16835205078125
Potts q=3,3,64,2.1,3,0.7894215559220954,0.9192948617576577,0.011978126710406954,0.0,0.9044395704257712,0.0804566471260588,0.08045217653473075,0.69137451171875,0.1682470703125
Potts q=3,3,64,2.1,4,0.7699583192358195,0.9166151967532566,0.011100554865453085,0.0,0.9021102452980925,0.07336437988219524,0.07202396216415159,0.69083740234375,0.1680810546875
Potts q=3,3,64,2.1,5,0.7767344734289257,0.9180346307562429,0.011132600629790773,0.0,0.903792787680327,0.07684556860012828,0.07654601209604793,0.6894799804687499,0.16790283203125
Potts q=3,3,64,2.3,0,0.7028298192047756,0.9186541244696441,0.010323890088264297,0.0,0.90690054168688,0.06514634783713302,0.06504352513514793,0.6782080078125,0.1689794921875
Potts q=3,3,64,2.3,1,0.7305032253616041,0.9186788652418959,0.009730220059868636,0.0,0.9067183926593304,0.07094885512371273,0.0708364832769947,0.6786059570312499,0.16911865234375
Potts q=3,3,64,2.3,2,0.740836816983371,0.9197032191082758,0.014213070574684997,0.0,0.9076148019882228,0.0711341229541076,0.0710253960705871,0.677626953125,0.169111328125
Potts q=3,3,64,2.3,3,0.7456557056603056,0.917721075256123,0.011551490447631622,0.0,0.905887039291522,0.07120771006635725,0.07047310316906726,0.6782470703125001,0.1686962890625
Potts q=3,3,64,2.3,4,0.7541654985741956,0.915153790264354,0.011436585352958488,0.0,0.9039800269326718,0.0688959321665014,0.06829945094095734,0.6790478515625,0.1685546875
Potts q=3,3,64,2.3,5,0.7204219553195695,0.915899418027127,0.01059856622616366,0.0,0.9039893975908361,0.06375097631103435,0.06359026026054856,0.6772827148437499,0.16830322265625
Potts q=3,3,64,2.5,0,0.6690213450097255,0.9149418908389838,0.009352932989483372,0.0,0.9053160438984205,0.05442525239960817,0.05420610113787572,0.66837890625,0.16881103515625
Potts q=3,3,64,2.5,1,0.6284339115824811,0.9219370396169367,0.009646372345218346,0.0,0.9118313038677535,0.05738327152932189,0.057281789883193227,0.6666845703125,0.16969970703125
Potts q=3,3,64,2.5,2,0.6680201689972862,0.9203694326816546,0.011018685358258814,0.0,0.9105727733333122,0.06222270319420049,0.06123689317187369,0.665517578125,0.16955810546875
Potts q=3,3,64,2.5,3,0.6293464287758654,0.9217523507557186,0.010598002890485184,0.0,0.9118118335158473,0.05665702100143296,0.056532389482425595,0.66670654296875,0.16978271484375
Potts q=3,3,64,2.5,4,0.6179405653514577,0.9187445848910862,0.009909673981268767,0.0,0.9086857437249166,0.04954479091873605,0.04944454941051964,0.6669091796875,0.16935302734375
Potts q=3,3,64,2.5,5,0.630392177712246,0.9183516702992515,0.009833803923627142,0.0,0.9085961143511904,0.05196110867804598,0.051390277725404006,0.6668847656250001,0.1692041015625
Potts q=3,3,128,0.3,0,0.03173431366055457,0.8536590609817432,0.0018775462860090755,0.0,0.37789064410923007,0.9520646782179505,0.09120043939471822,0.9861450195312501,0.019453125
Potts q=3,3,128,0.3,1,0.011475571400355218,0.9676953075326336,0.0027512648352400458,0.0,0.42037318474107693,0.9571836963995258,0.06007286662827138,0.9852288818359376,0.0205487060546875
Potts q=3,3,128,0.3,2,0.02715593599791985,0.8375414171398962,0.0035187795644607816,0.0,0.35898896655635787,0.9597459424438257,0.07900355003439297,0.9864758300781251,0.017274169921875
Potts q=3,3,128,0.3,3,0.039610848257714486,0.802543950709948,0.003428784966433356,0.0,0.3630584236728103,0.9586337661205122,0.07400566809725273,0.98482421875,0.02185546875
Potts q=3,3,128,0.3,4,0.02628616280189286,0.9603843659350986,0.006673461821828613,0.2592823387512973,0.4091956755478037,0.9469610182093171,0.08156993963991577,0.9852398681640626,0.0200445556640625
Potts q=3,3,128,0.3,5,0.0003457715378968239,0.9989360222694369,0.00022833379541587257,0.0,0.41370100153339867,0.9598923303962585,0.06761808166768757,0.9856195068359376,0.0187860107421875
Potts q=3,3,128,0.4,0,0.02362142847267966,0.9472549153500005,0.0018097553623908317,0.0,0.41381111960863776,0.9451305614777288,0.09876305278023123,0.9841729736328126,0.0227435302734375
Potts q=3,3,128,0.4,1,0.03550274215710892,0.8775874685918956,0.0031003324528647703,0.0,0.3944561947926428,0.9539110271511713,0.08449427716655245,0.9847692871093752,0.0214892578125
Potts q=3,3,128,0.4,2,0.03242408711275226,0.8788489767909298,0.0017105779711459605,0.0,0.3814991310090414,0.9529445405895717,0.08536965848021083,0.9850537109375002,0.020098876953125
Potts q=3,3,128,0.4,3,0.007182279373109792,0.9850826772437212,0.0019387611518669754,0.0,0.43414355457338666,0.9476901295990561,0.08634896262994507,0.9840155029296876,0.02306396484375
Potts q=3,3,128,0.4,4,0.04475699009863949,0.8474389588194513,0.0068418518946395624,0.0,0.36662780851787574,0.9225372716180796,0.12017578990961153,0.9848706054687502,0.0207232666015625
Potts q=3,3,128,0.4,5,0.005416097829738019,0.993145530701296,0.001485229083752084,0.0,0.45496129457957596,0.9320393311179744,0.12937304543114247,0.9816363525390626,0.029461669921875
Potts q=3,3,128,0.5,0,0.05178414763582878,0.8522518579849967,0.002117960320463804,0.0,0.38004590056092463,0.9213392510132884,0.13640352832179148,0.9836560058593751,0.0226220703125
Potts q=3,3,128,0.5,1,0.04011948146203512,0.7370035661129983,0.007328707821514156,0.0,0.3168236402921947,0.9453774149377249,0.09874380729244792,0.9847393798828126,0.0189007568359375
Potts q=3,3,128,0.5,2,9.427787289667093e-05,0.9999355840125032,7.476779066807069e-05,0.33244559298174464,0.4632148019555515,0.9077255825598739,0.13687292145627428,0.9806890869140626,0.0299615478515625
Potts q=3,3,128,0.5,3,0.005296123299571427,0.9912751247914033,0.003162307997241192,0.0,0.43577516736812977,0.930285558065769,0.08917009929862907,0.9828533935546877,0.0251318359375
Potts q=3,3,128,0.5,4,0.0004805594938345504,0.999277396721005,0.00015492003840667087,0.0,0.44822725757706117,0.926672413474325,0.1013322082869037,0.9823443603515626,0.0262945556640625
Potts q=3,3,128,0.5,5,0.05545659444917203,0.8939440900621046,0.003652726084979729,0.0,0.4074437936039666,0.9343761002721126,0.12495358338329099,0.9818872070312501,0.026507568359375
