alpha,alpha_s,mean_H,std_H,opacity_up,opacity_down,mi_lag1,mi_decay,gzip,score,w_H,w_OP_s,w_OP_t,w_G
1.7616,3.2,0.705212,0.009874,0.0,0.702305,0.023714,0.022561,0.132604,0.0,1.95485,0.0,0.052313,0.80841
2.2865,0.3,0.690768,0.010595,0.0,0.690317,0.592332,0.540521,0.096328,0.0,1.929718,0.0,0.998798,0.987908
2.2865,0.3513,0.68925,0.008762,0.0,0.688927,0.561662,0.538712,0.103724,0.0,1.914045,0.0,0.999403,0.986455
2.2865,0.4113,0.687554,0.011847,0.0,0.687272,0.522353,0.493992,0.106068,0.0,1.990404,0.0,0.999511,0.988184
2.2865,0.4816,0.689772,0.010501,0.0,0.6896,0.489615,0.480134,0.109766,0.0,1.977743,0.0,0.999676,0.976432
2.2865,0.564,0.690655,0.012522,0.0,0.690043,0.456724,0.44578,0.112552,0.0,1.963922,0.0,0.999102,0.961175
2.2865,0.6604,0.702234,0.009729,0.0,0.701818,0.438586,0.433714,0.118203,0.0,1.950016,0.0,0.998784,0.931491
2.2865,0.7733,0.708696,0.007742,0.0,0.70847,0.321711,0.317201,0.12612,1e-06,1.867068,0.0,0.987257,0.871359
2.2865,0.9055,0.715099,0.006888,0.0,0.71479,0.245892,0.245285,0.131354,1e-06,1.811174,1e-06,0.967392,0.821268
2.2865,1.0602,0.715762,0.004942,0.0,0.713804,0.147334,0.146479,0.134245,1e-06,1.677182,1e-06,0.805922,0.790904
2.2865,1.2415,0.713796,0.00584,0.0,0.709802,0.08496,0.084426,0.133698,0.0,1.743291,0.0,0.470623,0.796828
2.2865,1.4537,0.710737,0.007658,0.0,0.707463,0.049339,0.049306,0.133854,0.0,1.860082,0.0,0.20865,0.795128
2.2865,1.7022,0.707987,0.00857,0.0,0.704369,0.03593,0.035649,0.13349,0.0,1.905185,0.0,0.118076,0.79899
2.2865,1.9932,0.705401,0.008599,0.0,0.702635,0.016585,0.01656,0.133281,0.0,1.899159,0.0,0.028637,0.801251
2.2865,2.3339,0.704753,0.011097,0.0,0.702511,0.011879,0.011508,0.133359,0.0,1.942948,0.0,0.014001,0.800366
2.2865,2.7328,0.704076,0.010011,0.0,0.700114,0.014525,0.01406,0.133464,0.0,1.960417,0.0,0.022953,0.799334
2.2865,3.2,0.703273,0.009507,0.0,0.700915,0.015013,0.014892,0.132969,0.0,1.941865,0.0,0.024144,0.804355
2.9678,0.3,0.691267,0.010677,0.0,0.691144,0.555929,0.521663,0.101589,0.0,1.982978,0.0,0.999516,0.996548
2.9678,0.3513,0.688918,0.01059,0.0,0.688685,0.503982,0.491265,0.110859,0.0,1.954579,0.0,0.999641,0.97177
2.9678,0.4113,0.686262,0.011109,0.0,0.686131,0.489905,0.478209,0.108958,0.0,1.951712,0.0,0.999633,0.982931
2.9678,0.4816,0.6865,0.011127,0.0,0.686479,0.439312,0.430326,0.11474,0.0,1.972884,0.0,0.999188,0.955981
2.9678,0.564,0.693273,0.010445,0.0,0.692707,0.425178,0.423314,0.119297,0.0,1.978149,0.0,0.999079,0.926624
2.9678,0.6604,0.701197,0.00914,0.0,0.700679,0.402289,0.400396,0.122422,0.0,1.937384,0.0,0.997916,0.90326
2.9678,0.7733,0.706971,0.008258,0.0,0.706885,0.293893,0.292045,0.12763,1e-06,1.893428,0.0,0.987068,0.857619
2.9678,0.9055,0.712028,0.006825,0.0,0.71116,0.197281,0.196278,0.13237,1e-06,1.810869,1e-06,0.919172,0.810865
2.9678,1.0602,0.714967,0.005326,0.0,0.712853,0.152267,0.151661,0.133854,1e-06,1.704867,1e-06,0.775799,0.795139
2.9678,1.2415,0.713358,0.00682,0.0,0.710349,0.089777,0.088904,0.13401,0.0,1.809156,1e-06,0.501445,0.79344
2.9678,1.4537,0.711004,0.007241,0.0,0.706487,0.053643,0.052997,0.133021,0.0,1.837039,0.0,0.244244,0.804051
2.9678,1.7022,0.706419,0.009117,0.0,0.703203,0.02747,0.027028,0.133516,0.0,1.933477,0.0,0.07129,0.79872
2.9678,1.9932,0.706719,0.007328,0.0,0.702685,0.024525,0.023601,0.1325,0.0,1.8415,0.0,0.056569,0.809564
2.9678,2.3339,0.703673,0.008588,0.0,0.70084,0.015158,0.01382,0.133255,0.0,1.909557,0.0,0.020742,0.801535
2.9678,2.7328,0.705348,0.008744,0.0,0.701861,0.017923,0.017803,0.13375,0.0,1.919927,0.0,0.033281,0.796266
2.9678,3.2,0.705925,0.009628,0.0,0.703424,0.010558,0.009103,0.132995,0.0,1.954512,0.0,0.010084,0.804256
3.8522,0.3,0.680579,0.012419,0.0,0.680419,0.517952,0.498459,0.104792,0.0,1.942299,0.0,0.999576,0.991669
3.8522,0.3513,0.683412,0.013402,0.0,0.683199,0.509502,0.4932,0.108672,0.0,1.978247,0.0,0.999677,0.984644
3.8522,0.4113,0.689387,0.010271,0.0,0.68938,0.460797,0.450897,0.115729,0.0,1.971767,0.0,0.999496,0.951544
3.8522,0.4816,0.683073,0.012263,0.0,0.682558,0.430768,0.422841,0.116172,0.0,1.946637,0.0,0.998812,0.946257
3.8522,0.564,0.689885,0.010219,0.0,0.689639,0.353153,0.347856,0.12276,0.0,1.9733,0.0,0.996349,0.901515
3.8522,0.6604,0.696086,0.010681,0.0,0.695791,0.336496,0.332579,0.124609,0.0,1.984051,0.0,0.990646,0.884534
3.8522,0.7733,0.705739,0.007977,0.0,0.705592,0.255101,0.254493,0.129635,0.0,1.87972,0.0,0.970055,0.838571
3.8522,0.9055,0.712296,0.006322,0.0,0.711295,0.204502,0.204434,0.132344,1e-06,1.775511,1e-06,0.925739,0.811137
3.8522,1.0602,0.713789,0.006277,0.0,0.712354,0.133644,0.133481,0.135052,1e-06,1.773615,1e-06,0.751297,0.782128
3.8522,1.2415,0.711816,0.006705,0.0,0.708488,0.073416,0.073242,0.132969,0.0,1.799368,0.0,0.389848,0.804595
3.8522,1.4537,0.710135,0.008341,0.0,0.706791,0.047518,0.047425,0.133828,0.0,1.890848,0.0,0.196679,0.7954
3.8522,1.7022,0.707881,0.00861,0.0,0.704404,0.024983,0.02473,0.133385,0.0,1.910532,0.0,0.061065,0.800114
3.8522,1.9932,0.706697,0.008651,0.0,0.703189,0.016152,0.015842,0.132552,0.0,1.912088,0.0,0.033243,0.809018
3.8522,2.3339,0.705318,0.01025,0.0,0.702631,0.019871,0.019524,0.13349,0.0,1.969233,0.0,0.041121,0.799065
3.8522,2.7328,0.704251,0.009378,0.0,0.701331,0.015717,0.0155,0.132865,0.0,1.947183,0.0,0.026342,0.805688
3.8522,3.2,0.705443,0.009198,0.0,0.702103,0.012454,0.012054,0.133047,0.0,1.939434,0.0,0.015235,0.803784
5.0,0.3,0.679967,0.011349,0.0,0.679774,0.502691,0.486737,0.10612,0.0,1.986506,0.0,0.999547,0.990904
5.0,0.3513,0.683144,0.011623,0.0,0.682961,0.501199,0.488567,0.110703,0.0,1.974129,0.0,0.999682,0.976106
5.0,0.4113,0.682456,0.012807,0.0,0.682351,0.448823,0.43869,0.116901,0.0,1.9826,0.0,0.999355,0.944232
5.0,0.4816,0.685216,0.010783,0.0,0.685168,0.390091,0.384624,0.12,0.0,1.965928,0.0,0.998236,0.922912
5.0,0.564,0.690968,0.011318,0.0,0.690968,0.355535,0.351893,0.12487,0.0,1.958648,0.0,0.99607,0.883229
5.0,0.6604,0.695696,0.010604,0.0,0.695428,0.325081,0.323171,0.125625,0.0,1.984404,0.0,0.9934,0.876488
5.0,0.7733,0.702774,0.010194,0.0,0.702536,0.243749,0.242894,0.130156,0.0,1.974798,0.0,0.968546,0.833463
5.0,0.9055,0.709598,0.0084,0.0,0.709288,0.172593,0.171574,0.132266,1e-06,1.902182,0.0,0.878846,0.81201
5.0,1.0602,0.711206,0.00831,0.0,0.71025,0.112826,0.112192,0.133984,0.0,1.894139,1e-06,0.642451,0.793715
5.0,1.2415,0.711814,0.006832,0.0,0.708832,0.085626,0.084512,0.133906,0.0,1.809634,0.0,0.476081,0.794569
5.0,1.4537,0.70859,0.008055,0.0,0.706115,0.045531,0.044661,0.13388,0.0,1.884874,0.0,0.181828,0.794844
5.0,1.7022,0.708579,0.008609,0.0,0.705201,0.026363,0.026144,0.133568,0.0,1.912744,0.0,0.071804,0.798212
5.0,1.9932,0.705946,0.008547,0.0,0.702368,0.02224,0.02218,0.132969,0.0,1.906384,0.0,0.048384,0.804595
5.0,2.3339,0.705065,0.009313,0.0,0.702382,0.018012,0.017836,0.133516,0.0,1.934333,0.0,0.034281,0.798773
5.0,2.7328,0.703489,0.009662,0.0,0.699776,0.017645,0.017065,0.132604,0.0,1.957102,0.0,0.031152,0.808474
5.0,3.2,0.705281,0.008993,0.0,0.702463,0.015185,0.014872,0.133021,0.0,1.909375,0.0,0.022594,0.804035
