threshold,time_step,regime,C_A,C_B,w_H,w_OPs,w_OPt,w_T,w_G
0.02,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.02,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.03,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.03,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.03,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.03,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.04,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.04,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.04,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.04,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.05,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.05,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.05,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.05,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.06,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.06,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.06,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.06,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.07,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.07,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.07,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.07,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.08,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.08,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.08,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.08,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.09,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.09,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.09,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.09,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.1,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.1,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.1,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.1,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.11,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.11,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.11,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,12,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,13,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,14,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,15,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,16,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.11,17,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,2,mixed,0.2598352652929093,0.2685842335533687,1.1878706856020445,0.37529217581147545,0.28758258247677504,0.7010779831257749,0.4704306522742412
0.12,3,mixed,0.15204297328520622,0.1617428601637433,1.1878706856020445,0.3752909940578034,0.023361653823042883,0.6831054519431493,0.4699823610330281
0.12,4,mixed,0.14287445696662096,0.14803105433213637,1.1878706856020445,0.37529097289331215,0.0,0.6820864055540474,0.46987116079614105
0.12,5,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,6,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,7,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,8,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,9,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,10,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
0.12,11,mixed,0.1428784080815673,0.14424765225460862,1.1878706856020445,0.3752909649265262,0.0,0.6819407511903469,0.46998363248058095
