b_int,s_int,rule,known_name,known_class,activity,complexity,mean_H,std_H,opacity_up,opacity_down,tcomp,gzip,w_H,w_OP,w_T,w_G,rank
169,299,B0357/S01358,,,chaotic,0.04467867,0.99696,0.00251,0.07068,0.9972,0.50083,0.16085,0.2254,0.67827,0.61282,0.47688,335
162,4,B157/S2,,,active,0.0442901,0.85212,0.0249,0.10483,0.85223,0.58153,0.15108,1.27265,0.05866,0.99982,0.5934,336
278,111,B1248/S012356,,,active,0.04423153,0.99578,0.00315,0.01864,0.99562,0.64946,0.16064,0.32042,0.41993,0.68594,0.47924,337
368,335,B4568/S012368,,,chaotic,0.04375762,0.99658,0.00268,0.2149,0.99149,0.48835,0.16056,0.25497,0.68878,0.51878,0.48028,338
8,185,B3/S03457,,,active,0.04295218,0.98945,0.00674,0.09719,0.9795,0.92252,0.10589,0.87329,0.89612,0.05527,0.99308,339
417,190,B0578/S123457,,,active,0.04260459,0.99834,0.00155,0.13054,0.99346,0.79248,0.15488,0.11838,0.89179,0.73713,0.54748,340
226,387,B1567/S0178,,,active,0.04181856,0.87462,0.02393,0.0,0.87229,0.56215,0.15217,1.32898,0.0556,0.97542,0.58019,341
319,238,B0123458/S123567,,,active,0.04157129,0.87039,0.02088,0.0,0.87021,0.69621,0.1525,1.53983,0.05122,0.91465,0.57625,342
27,212,B0134/S2467,,,chaotic,0.04129665,0.99776,0.00281,0.18807,0.99757,0.50804,0.1608,0.16939,0.76523,0.66728,0.47744,343
175,155,B012357/S01347,,,chaotic,0.04119716,0.99058,0.00807,0.05997,0.98791,0.42553,0.16131,0.82774,0.6809,0.15503,0.4715,344
370,370,B14568/S14568,,,active,0.04119086,0.8694,0.02518,0.01864,0.86692,0.57,0.1524,1.25757,0.05717,0.99221,0.57743,345
121,304,B03456/S458,,,chaotic,0.04118057,0.97335,0.01245,0.13074,0.96213,0.38333,0.15934,1.73825,0.98348,0.04872,0.49445,346
150,404,B1247/S2478,,,chaotic,0.0407139,0.99482,0.00431,0.08203,0.99437,0.45155,0.1609,0.41327,0.7507,0.27552,0.47631,347
95,424,B012346/S3578,,,chaotic,0.04060561,0.98149,0.00851,0.01864,0.98123,0.41882,0.16093,1.3907,0.4669,0.1314,0.47593,348
73,54,B036/S1245,,,active,0.04038564,0.99805,0.0018,0.09304,0.99804,0.63556,0.1607,0.14034,0.76528,0.78575,0.47858,349
102,11,B1256/S013,,,chaotic,0.04033311,0.98028,0.01209,0.06104,0.97588,0.39862,0.16061,1.51122,0.72712,0.07653,0.47962,350
175,232,B012357/S3567,,,active,0.04024916,0.8627,0.02209,0.03163,0.86085,0.69824,0.1518,1.45138,0.05132,0.92423,0.58472,351
50,213,B145/S02467,,,chaotic,0.03930514,0.99602,0.00355,0.01867,0.99633,0.50465,0.16098,0.30902,0.41695,0.64172,0.47537,352
358,41,B12568/S035,,,chaotic,0.03840172,0.9938,0.00449,0.01869,0.99303,0.46868,0.16099,0.49368,0.43091,0.37982,0.47527,353
423,227,B012578/S01567,,,chaotic,0.03712621,0.99704,0.00367,0.24377,0.98141,0.49569,0.1598,0.23257,0.56867,0.57392,0.48911,354
324,465,B268/S04678,,,active,0.03689152,0.8489,0.02267,0.09293,0.84777,0.55644,0.1501,1.41083,0.04511,0.95755,0.60535,355
413,426,B023478/S13578,,,chaotic,0.03656827,0.98984,0.0059,0.0,0.98784,0.44998,0.16099,0.81856,0.35215,0.26692,0.47527,356
407,296,B012478/S358,,,chaotic,0.03649437,0.99526,0.00402,0.09291,0.99554,0.4491,0.16114,0.37423,0.78558,0.26218,0.47348,357
143,435,B01237/S014578,,,active,0.03648319,0.99796,0.00231,0.2446,0.99291,0.55821,0.16038,0.15066,0.52097,0.96359,0.48237,358
341,466,B02468/S14678,,,chaotic,0.03628702,0.9962,0.00316,0.16418,0.99635,0.45776,0.16091,0.28978,0.84525,0.31115,0.47612,359
476,228,B234678/S2567,,,active,0.03622571,0.87323,0.02653,0.03168,0.8623,0.54815,0.1504,1.19237,0.05466,0.92382,0.60169,360
406,48,B12478/S45,,,chaotic,0.03614107,0.99769,0.00226,0.12634,0.99781,0.48938,0.16085,0.16961,0.84874,0.52647,0.47688,361
359,451,B012568/S01678,,,chaotic,0.03549721,0.99191,0.00673,0.10361,0.96632,0.41059,0.15744,0.69258,0.93341,0.10622,0.51694,362
232,103,B3567/S01256,,,chaotic,0.03543471,0.98553,0.00777,0.0,0.98523,0.43139,0.1606,1.15753,0.35831,0.1781,0.47971,363
483,344,B015678/S3468,,,active,0.035351,0.99828,0.00234,0.23574,0.99032,0.57945,0.1608,0.12718,0.58222,0.99998,0.47744,364
239,341,B0123567/S02468,,,chaotic,0.03532978,0.97098,0.00841,0.08,0.97136,0.38537,0.16071,1.70575,0.83494,0.05184,0.47848,365
356,113,B2568/S0456,,,active,0.03521647,0.99689,0.00336,0.29255,0.98486,0.57853,0.15966,0.24015,0.29888,0.99983,0.49073,366
25,41,B034/S035,,,chaotic,0.03514679,0.99605,0.00387,0.08209,0.9961,0.45968,0.16108,0.31126,0.73791,0.32273,0.47414,367
395,376,B01378/S34568,,,active,0.0349312,0.97298,0.00413,0.0187,0.96308,0.92273,0.11627,1.41295,0.47464,0.05492,0.94845,368
452,482,B2678/S15678,,,active,0.03409247,0.86918,0.02254,0.0,0.8649,0.57454,0.15186,1.41971,0.04121,0.99767,0.58403,369
469,262,B024678/S128,,,chaotic,0.03393783,0.97214,0.01244,0.15208,0.97079,0.37705,0.16029,1.76638,0.9926,0.04004,0.48341,370
200,438,B367/S124578,,,active,0.03374878,0.99835,0.00189,0.18606,0.99796,0.63698,0.1611,0.1193,0.76919,0.77597,0.47395,371
126,367,B123456/S0123568,,,chaotic,0.03371562,0.88581,0.0288,0.0,0.88449,0.50194,0.15366,1.1102,0.08695,0.62127,0.56218,372
359,42,B012568/S135,,,chaotic,0.03363088,0.99744,0.00291,0.12633,0.99639,0.47547,0.16123,0.19393,0.8619,0.42588,0.47244,373
450,163,B1678/S0157,,,active,0.03338928,0.86021,0.03022,0.08197,0.85335,0.6119,0.15011,1.07476,0.05558,0.92359,0.60525,374
200,243,B367/S014567,,,active,0.0332151,0.93112,0.03956,0.33347,0.90463,0.77863,0.14972,1.0006,0.06546,0.83131,0.60999,375
326,18,B1268/S14,,,chaotic,0.0329221,0.95889,0.02207,0.31318,0.94946,0.44201,0.15843,1.40612,0.20516,0.22591,0.50518,376
322,21,B168/S024,,,active,0.03292186,0.87177,0.02252,0.0,0.87093,0.67127,0.15257,1.42155,0.0527,0.7638,0.57536,377
214,377,B12467/S034568,,,active,0.03264307,0.85357,0.02605,0.15575,0.8494,0.63028,0.14985,1.21376,0.05386,0.82076,0.60841,378
85,268,B0246/S238,,,chaotic,0.03259238,0.98681,0.00952,0.0,0.98392,0.42896,0.16099,1.12898,0.36105,0.16827,0.47518,379
261,16,B028/S4,,,chaotic,0.03240604,0.88652,0.02736,0.01857,0.88531,0.47745,0.15399,1.15812,0.11399,0.43972,0.55826,380
502,115,B1245678/S01456,,,chaotic,0.03212238,0.93096,0.02908,0.24768,0.90054,0.44386,0.152,1.1002,0.21336,0.23502,0.58226,381
98,23,B156/S0124,,,active,0.03179119,0.90106,0.01225,0.0,0.8906,0.87454,0.13664,1.9993,0.10637,0.19552,0.76456,382
354,392,B1568/S378,,,active,0.03150908,0.84635,0.02148,0.07428,0.84484,0.57247,0.15033,1.49563,0.03512,0.99558,0.60248,383
191,413,B0123457/S023478,,,chaotic,0.03148589,0.93763,0.0202,0.26354,0.92006,0.41836,0.15549,1.58527,0.28313,0.12987,0.54016,384
315,191,B013458/S0123457,,,active,0.03114689,0.92721,0.0454,0.35464,0.91981,0.55959,0.15604,0.99878,0.06037,0.96799,0.53363,385
295,71,B01258/S0126,,,chaotic,0.03103386,0.98983,0.00995,0.11278,0.95975,0.39453,0.15686,0.92255,0.9436,0.06806,0.52381,386
329,465,B0368/S04678,,,chaotic,0.03063441,0.86395,0.02059,0.0,0.86475,0.53022,0.15208,1.56161,0.04095,0.82402,0.58137,387
284,159,B2348/S012347,,,chaotic,0.03062893,0.97882,0.02312,0.34396,0.95932,0.47944,0.15804,1.08396,0.12212,0.45386,0.5098,388
143,358,B01237/S12568,,,chaotic,0.03058668,0.99728,0.00366,0.26276,0.98603,0.50685,0.15999,0.21339,0.44714,0.65835,0.48692,389
341,307,B02468/S01458,,,chaotic,0.03014677,0.99824,0.00196,0.18457,0.99829,0.50435,0.16066,0.12757,0.77147,0.63945,0.47905,390
308,301,B2458/S02358,,,chaotic,0.03002094,0.99612,0.00374,0.08358,0.99371,0.45037,0.16044,0.30398,0.76219,0.26904,0.48161,391
230,135,B12567/S0127,,,chaotic,0.03000515,0.98394,0.00903,0.01864,0.97942,0.40934,0.16038,1.28709,0.47038,0.10276,0.48227,392
214,303,B12467/S012358,,,chaotic,0.02995852,0.99324,0.00446,0.0,0.9933,0.46414,0.16098,0.53415,0.3367,0.35041,0.47537,393
372,227,B24568/S01567,,,active,0.02970863,0.86214,0.02669,0.01863,0.86007,0.58196,0.1516,1.18534,0.0427,0.9997,0.58709,394
339,301,B01468/S02358,,,active,0.02956816,0.99871,0.00141,0.20214,0.99867,0.56145,0.16103,0.09146,0.69944,0.97348,0.4748,395
40,363,B35/S013568,,,active,0.02943922,0.99867,0.00163,0.21443,0.99863,0.57503,0.16025,0.09473,0.64345,0.99807,0.48388,396
395,336,B01378/S468,,,chaotic,0.02938549,0.95441,0.01278,0.32903,0.95318,0.43502,0.15965,1.95385,0.15831,0.19356,0.49083,397
301,49,B02358/S045,,,chaotic,0.02925221,0.99771,0.00261,0.09301,0.99792,0.48057,0.16043,0.1716,0.76617,0.46189,0.4817,398
50,39,B145/S0125,,,chaotic,0.02913604,0.99138,0.0051,0.0,0.99207,0.44954,0.16134,0.68647,0.34049,0.26459,0.47113,399
43,405,B0135/S02478,,,chaotic,0.02832067,0.99547,0.00314,0.03732,0.99545,0.46171,0.16108,0.34359,0.51858,0.33516,0.47424,400
392,187,B378/S013457,,,active,0.02822567,0.99671,0.00195,0.01866,0.99345,0.82161,0.15594,0.23697,0.42908,0.51907,0.53479,401
152,42,B347/S135,,,chaotic,0.02815564,0.99772,0.00273,0.17247,0.99632,0.47424,0.16089,0.17147,0.82591,0.41731,0.47641,402
396,462,B2378/S123678,,,active,0.02797812,0.99805,0.00246,0.26752,0.99097,0.56522,0.1603,0.145,0.40618,0.98307,0.48322,403
474,373,B134678/S024568,,,active,0.0279392,0.84363,0.02408,0.17975,0.84208,0.57901,0.15017,1.31997,0.03502,0.99992,0.60446,404
499,414,B0145678/S123478,,,chaotic,0.0278611,0.93867,0.01503,0.17201,0.9367,0.37534,0.15868,1.92234,0.76105,0.03792,0.50221,405
484,225,B25678/S0567,,,chaotic,0.02778511,0.87073,0.02322,0.01865,0.86964,0.49303,0.15289,1.37417,0.06388,0.55379,0.57152,406
189,169,B023457/S0357,,,chaotic,0.02776078,0.9669,0.01079,0.20617,0.96639,0.37624,0.16056,1.84864,0.80132,0.03902,0.48028,407
343,241,B012468/S04567,,,active,0.02768112,0.84805,0.03055,0.16273,0.84498,0.75084,0.14833,1.06795,0.04278,0.96664,0.62676,408
435,449,B014578/S0678,,,chaotic,0.02747963,0.93717,0.01897,0.24268,0.93172,0.3964,0.15737,1.67824,0.4403,0.07183,0.51771,409
258,165,B18/S0257,,,active,0.02729912,0.86033,0.02686,0.06117,0.85776,0.65204,0.15143,1.17797,0.059,0.66666,0.58916,410
258,105,B18/S0356,,,active,0.02711855,0.85233,0.02396,0.09521,0.84834,0.64498,0.15002,1.32719,0.04687,0.71902,0.60633,411
505,110,B0345678/S12356,,,chaotic,0.02703063,0.9221,0.02769,0.15561,0.90281,0.4101,0.15367,1.14525,0.40046,0.10486,0.56209,412
216,11,B3467/S013,,,chaotic,0.02622776,0.98012,0.01062,0.01865,0.97523,0.39825,0.16035,1.50683,0.47626,0.07572,0.48265,413
366,380,B123568/S234568,,,active,0.02596938,0.84972,0.03037,0.17959,0.8471,0.61845,0.15027,1.0717,0.04508,0.89093,0.60327,414
164,144,B257/S47,,,chaotic,0.025613,0.84584,0.02112,0.11061,0.84606,0.50281,0.15018,1.52203,0.04435,0.62781,0.60436,415
460,74,B23678/S136,,,chaotic,0.02534603,0.99261,0.00545,0.03732,0.99119,0.42753,0.16087,0.60596,0.53959,0.16265,0.47659,416
163,71,B0157/S0126,,,active,0.02525655,0.89277,0.01811,0.0,0.87712,0.86297,0.12737,1.74691,0.06685,0.25123,0.86088,417
372,85,B24568/S0246,,,chaotic,0.02479504,0.97383,0.00859,0.06118,0.97397,0.37943,0.16095,1.6528,0.73068,0.04316,0.47574,418
159,340,B012347/S2468,,,chaotic,0.0247301,0.98837,0.00767,0.0,0.986,0.42376,0.16073,0.97631,0.35658,0.14852,0.4783,419
426,149,B13578/S0247,,,chaotic,0.02459717,0.99661,0.00275,0.07991,0.99688,0.45279,0.16103,0.25385,0.72251,0.28246,0.4748,420
492,366,B235678/S123568,,,chaotic,0.02435305,0.86897,0.02077,0.0,0.86867,0.49547,0.15295,1.54868,0.04815,0.5722,0.57074,421
167,268,B01257/S238,,,chaotic,0.02412182,0.9883,0.01132,0.14915,0.97256,0.38188,0.15924,1.05046,0.99452,0.04659,0.4956,422
178,85,B1457/S0246,,,chaotic,0.0238362,0.99747,0.0025,0.13758,0.99739,0.45732,0.16084,0.18825,0.8604,0.30855,0.47697,423
450,157,B1678/S02347,,,active,0.02379855,0.97318,0.00392,0.0,0.964,0.92764,0.11274,1.39528,0.37262,0.04728,0.96808,424
201,475,B0367/S0134678,,,active,0.02302701,0.93358,0.03976,0.36902,0.92087,0.70132,0.15483,0.99981,0.04481,0.93775,0.54807,425
257,148,B08/S247,,,active,0.02285433,0.8497,0.02642,0.13527,0.8376,0.77313,0.13911,1.19712,0.02998,0.86475,0.73643,426
205,297,B02367/S0358,,,chaotic,0.02248679,0.99717,0.00319,0.0799,0.99743,0.45646,0.16107,0.21749,0.71816,0.30352,0.47433,427
402,480,B1478/S5678,,,chaotic,0.02233286,0.86142,0.02344,0.05595,0.85922,0.48075,0.15157,1.35996,0.06034,0.46324,0.58748,428
341,208,B02468/S467,,,chaotic,0.0221854,0.97767,0.00761,0.0,0.97821,0.40223,0.1613,1.50009,0.37028,0.08468,0.47169,429
410,341,B13478/S02468,,,chaotic,0.02190232,0.99778,0.00246,0.19368,0.99797,0.46794,0.16064,0.16463,0.74037,0.37489,0.47934,430
447,230,B01234578/S12567,,,active,0.02187406,0.84852,0.02654,0.15109,0.83712,0.57161,0.14768,1.19182,0.02908,0.99451,0.63465,431
274,480,B148/S5678,,,chaotic,0.02178356,0.8576,0.02237,0.06345,0.85567,0.48184,0.15125,1.43162,0.05461,0.47109,0.59143,432
85,49,B0246/S045,,,chaotic,0.02155273,0.99799,0.00261,0.20197,0.99781,0.47538,0.16086,0.15038,0.70701,0.42526,0.47669,433
107,171,B01356/S01357,,,chaotic,0.02143858,0.99276,0.00439,0.0,0.9935,0.445,0.1617,0.56739,0.33605,0.24077,0.46699,434
385,20,B078/S24,,,active,0.02142347,0.84738,0.02818,0.17029,0.83656,0.74291,0.14152,1.12927,0.02713,0.98706,0.70837,435
483,468,B015678/S24678,,,active,0.02131645,0.97353,0.02406,0.3738,0.92785,0.66215,0.15181,1.14639,0.04557,0.69792,0.58462,436
337,466,B0468/S14678,,,active,0.02121557,0.85454,0.02356,0.05037,0.85013,0.64998,0.14982,1.35193,0.0378,0.68206,0.6087,437
297,449,B0358/S0678,,,chaotic,0.02084428,0.85145,0.02012,0.06122,0.85173,0.48449,0.15093,1.59775,0.0447,0.49033,0.59528,438
28,210,B234/S1467,,,chaotic,0.02082498,0.9966,0.00352,0.056,0.99588,0.4507,0.16118,0.26446,0.61461,0.27087,0.47301,439
345,7,B03468/S012,,,chaotic,0.020527,0.9761,0.01111,0.09511,0.97062,0.36625,0.16009,1.65931,0.9041,0.02817,0.48569,440
226,315,B1567/S013458,,,active,0.02049506,0.9981,0.00228,0.26346,0.99021,0.66198,0.15977,0.13974,0.43009,0.69665,0.48949,441
190,378,B123457/S134568,,,active,0.02024264,0.84822,0.03103,0.19645,0.84244,0.60772,0.14917,1.05905,0.03292,0.94172,0.6166,442
41,231,B035/S012567,,,active,0.02017981,0.99833,0.00223,0.2696,0.99737,0.54841,0.16077,0.12284,0.37169,0.92501,0.47782,443
202,244,B1367/S24567,,,active,0.01976773,0.85603,0.02236,0.03174,0.84751,0.78906,0.14603,1.43223,0.02769,0.76145,0.6546,444
372,173,B24568/S02357,,,chaotic,0.01972863,0.95886,0.01078,0.30683,0.9588,0.40343,0.16033,1.92452,0.24252,0.08753,0.48294,445
53,171,B0245/S01357,,,chaotic,0.01970258,0.99387,0.0041,0.0,0.99451,0.44891,0.16125,0.47996,0.33282,0.26118,0.47226,446
385,148,B078/S247,,,active,0.01936982,0.85035,0.02803,0.14833,0.83592,0.77249,0.14062,1.13445,0.02735,0.86843,0.71887,447
345,262,B03468/S128,,,chaotic,0.01935867,0.97541,0.01064,0.06902,0.97022,0.36905,0.16044,1.67268,0.77732,0.03091,0.48161,448
431,152,B0123578/S347,,,chaotic,0.01915545,0.99375,0.00565,0.06119,0.99312,0.41404,0.16078,0.52364,0.6587,0.11627,0.47763,449
484,373,B25678/S024568,,,active,0.01911661,0.84229,0.02733,0.17031,0.83638,0.57113,0.14912,1.15962,0.02687,0.99388,0.61719,450
171,467,B01357/S014678,,,chaotic,0.01909237,0.99806,0.00202,0.16703,0.9979,0.46314,0.16087,0.1411,0.82511,0.34409,0.47659,451
351,335,B0123468/S012368,,,chaotic,0.01869386,0.97871,0.00927,0.0373,0.96826,0.37865,0.15956,1.53025,0.58978,0.04211,0.49188,452
134,137,B127/S037,,,chaotic,0.0186659,0.95322,0.02355,0.3291,0.93691,0.43651,0.15696,1.32753,0.1344,0.20017,0.52265,453
135,75,B0127/S0136,,,chaotic,0.01860215,0.97315,0.02373,0.29361,0.92302,0.42077,0.15193,1.16995,0.19765,0.13795,0.58315,454
34,87,B15/S01246,,,active,0.01854679,0.89987,0.01273,0.0,0.8861,0.89627,0.12556,1.99565,0.09183,0.11534,0.8775,455
236,48,B23567/S45,,,chaotic,0.01803485,0.98309,0.00882,0.01865,0.97675,0.38962,0.16001,1.3253,0.47456,0.05893,0.48664,456
330,2,B1368/S1,,,chaotic,0.01798622,0.91567,0.02586,0.07416,0.91103,0.39527,0.1566,1.22222,0.40167,0.06953,0.52692,457
124,443,B23456/S0134578,,,active,0.01761617,0.84142,0.02654,0.16513,0.83369,0.57588,0.14825,1.19189,0.02358,0.99867,0.62775,458
491,174,B0135678/S12357,,,chaotic,0.01720365,0.95579,0.01088,0.32269,0.95574,0.40872,0.16023,1.94303,0.18095,0.10108,0.48407,459
435,153,B014578/S0347,,,chaotic,0.01717466,0.99708,0.0034,0.2398,0.99486,0.45522,0.16086,0.22639,0.53706,0.29627,0.47678,460
430,458,B123578/S13678,,,chaotic,0.01702224,0.994,0.00536,0.03725,0.99013,0.41905,0.16092,0.49743,0.54396,0.13215,0.47603,461
186,229,B13457/S02567,,,active,0.01686071,0.84545,0.0264,0.20011,0.84423,0.65352,0.14985,1.19802,0.03529,0.65558,0.60831,462
171,145,B01357/S047,,,chaotic,0.01677629,0.97487,0.00813,0.01867,0.97534,0.38163,0.16106,1.60621,0.47625,0.04623,0.47442,463
271,168,B01238/S357,,,chaotic,0.01635582,0.9973,0.00328,0.23801,0.99357,0.45538,0.1608,0.20821,0.55358,0.29721,0.47744,464
99,436,B0156/S24578,,,active,0.01634602,0.99803,0.00224,0.29637,0.99109,0.62092,0.16078,0.14478,0.26941,0.87736,0.47763,465
430,425,B123578/S03578,,,chaotic,0.01633096,0.99453,0.00511,0.0,0.99531,0.4434,0.16131,0.45069,0.33018,0.23275,0.4715,466
253,435,B0234567/S014578,,,chaotic,0.01621843,0.8415,0.02115,0.10383,0.84038,0.49032,0.14932,1.51973,0.03253,0.53352,0.61482,467
397,428,B02378/S23578,,,active,0.01615716,0.99819,0.00211,0.29508,0.9974,0.58942,0.16091,0.13216,0.25856,0.99309,0.47612,468
68,287,B26/S012348,,,active,0.01588773,0.98635,0.00392,0.0,0.96721,0.92946,0.10044,0.94888,0.37473,0.04468,0.99996,469
469,405,B024678/S02478,,,chaotic,0.01565235,0.99782,0.00231,0.1263,0.99818,0.44524,0.16082,0.16037,0.8452,0.24201,0.47716,470
440,205,B34578/S02367,,,chaotic,0.01544537,0.97882,0.00865,0.0,0.9767,0.3891,0.16095,1.50471,0.37196,0.05802,0.47565,471
452,62,B2678/S12345,,,active,0.01514217,0.99757,0.00236,0.22207,0.99426,0.88444,0.12786,0.17959,0.63477,0.15514,0.85617,472
232,207,B3567/S012367,,,chaotic,0.01503072,0.98829,0.00566,0.0,0.98884,0.40834,0.1613,0.91103,0.3496,0.10005,0.47169,473
61,57,B02345/S0345,,,chaotic,0.01501752,0.98357,0.01144,0.01861,0.93543,0.38551,0.15329,1.35039,0.37692,0.05206,0.5667,474
282,287,B1348/S012348,,,chaotic,0.01456553,0.99702,0.00342,0.31944,0.98048,0.50592,0.15929,0.23094,0.19557,0.65136,0.49512,475
270,86,B1238/S1246,,,chaotic,0.01436974,0.99621,0.00421,0.32516,0.9838,0.49355,0.15981,0.30389,0.17338,0.55771,0.48902,476
434,257,B14578/S08,,,chaotic,0.01279503,0.86839,0.02033,0.01862,0.86772,0.44423,0.15235,1.58177,0.05907,0.2369,0.57802,477
443,158,B0134578/S12347,,,chaotic,0.01275461,0.96852,0.01895,0.28086,0.95612,0.38127,0.1584,1.54666,0.3568,0.04572,0.50557,478
126,116,B123456/S2456,,,chaotic,0.01274073,0.93152,0.02219,0.21688,0.87658,0.40961,0.14579,1.44137,0.1299,0.1035,0.65745,479
190,422,B123457/S12578,,,chaotic,0.0124211,0.97032,0.01054,0.11693,0.96972,0.34765,0.16025,1.78953,0.97372,0.01473,0.48388,480
325,448,B0268/S678,,,chaotic,0.01146519,0.89088,0.02204,0.0,0.87931,0.43398,0.15256,1.45475,0.07245,0.18903,0.57546,481
294,285,B1258/S02348,,,active,0.01144323,0.99808,0.00239,0.32209,0.99462,0.57576,0.1607,0.14185,0.1688,0.9986,0.47858,482
98,391,B156/S01278,,,active,0.01135629,0.88499,0.01442,0.0,0.8657,0.88774,0.11561,1.95512,0.04261,0.14313,0.95244,483
223,301,B0123467/S02358,,,chaotic,0.01130962,0.97708,0.01191,0.1037,0.96533,0.34788,0.15886,1.6328,0.93217,0.01486,0.5001,484
186,287,B13457/S012348,,,chaotic,0.0112783,0.98936,0.01005,0.10577,0.96606,0.36257,0.15867,0.95962,0.94016,0.02488,0.5024,485
375,228,B0124568/S2567,,,active,0.01089882,0.83643,0.02785,0.22695,0.83392,0.6165,0.1482,1.1404,0.01688,0.90117,0.62834,486
230,299,B12567/S01358,,,chaotic,0.01084881,0.99846,0.00191,0.24936,0.99833,0.47703,0.16095,0.11147,0.46834,0.4368,0.47574,487
120,302,B3456/S12358,,,chaotic,0.01066387,0.98277,0.0096,0.05031,0.97031,0.36132,0.15969,1.36347,0.66879,0.02385,0.49035,488
401,348,B0478/S23468,,,active,0.0106525,0.99908,0.001,0.26272,0.99867,0.68759,0.16063,0.064,0.39955,0.86891,0.47943,489
169,427,B0357/S013578,,,chaotic,0.0101398,0.99894,0.00116,0.25206,0.99903,0.50395,0.16092,0.07422,0.45096,0.63643,0.47603,490
40,159,B35/S012347,,,active,0.01012754,0.99855,0.00183,0.31057,0.99463,0.59616,0.16076,0.10458,0.20681,0.97981,0.47792,491
403,55,B01478/S01245,,,active,0.00988326,0.9988,0.00163,0.28167,0.99884,0.63818,0.16043,0.0861,0.31042,0.76766,0.4817,492
193,318,B067/S123458,,,active,0.0098694,0.94679,0.00119,0.09012,0.94193,0.96406,0.05618,1.38775,0.75431,0.01384,0.68116,493
19,129,B014/S07,,,chaotic,0.00980062,0.91992,0.02278,0.07414,0.89156,0.38433,0.15125,1.40276,0.23515,0.05024,0.59143,494
496,245,B45678/S024567,,,active,0.00965717,0.92861,0.03284,0.24267,0.83683,0.64424,0.1371,1.032,0.01701,0.72442,0.75934,495
251,428,B0134567/S23578,,,chaotic,0.00960208,0.89961,0.0179,0.0,0.90013,0.39638,0.15576,1.76206,0.14139,0.07178,0.53694,496
359,322,B012568/S168,,,chaotic,0.00950807,0.97808,0.01237,0.0372,0.96055,0.35662,0.15829,1.59741,0.57914,0.02028,0.50682,497
463,48,B0123678/S45,,,chaotic,0.00932619,0.99852,0.0017,0.18997,0.9951,0.44395,0.16056,0.10599,0.77809,0.23551,0.48019,498
142,404,B1237/S2478,,,chaotic,0.00923914,0.99771,0.00313,0.1704,0.98811,0.41609,0.16051,0.17533,0.8942,0.12258,0.48076,499
213,41,B02467/S035,,,chaotic,0.00902017,0.99858,0.00155,0.20281,0.99871,0.45008,0.1606,0.10096,0.69623,0.26749,0.47971,500
14,145,B123/S047,,,chaotic,0.00894111,0.9888,0.01143,0.1792,0.97508,0.35563,0.15986,1.01461,0.9213,0.01959,0.48835,501
197,257,B0267/S08,,,chaotic,0.00865109,0.8884,0.03176,0.04999,0.87625,0.41601,0.15159,1.04727,0.11498,0.12233,0.58729,502
270,333,B1238/S02368,,,chaotic,0.00825891,0.99713,0.00312,0.31687,0.98454,0.46994,0.16031,0.21954,0.20061,0.38815,0.48312,503
7,315,B012/S013458,,,active,0.00803842,0.99842,0.00214,0.28052,0.99521,0.85388,0.14199,0.11562,0.3281,0.30151,0.70281,504
407,287,B012478/S012348,,,chaotic,0.00802604,0.97919,0.01946,0.4098,0.96984,0.48322,0.15924,1.28191,0.02626,0.48106,0.4956,505
241,160,B04567/S57,,,chaotic,0.0078748,0.84849,0.03043,0.12361,0.82548,0.51453,0.14396,1.0703,0.01514,0.71546,0.67941,506
457,352,B03678/S568,,,chaotic,0.0074462,0.83768,0.03015,0.23137,0.83273,0.51488,0.14778,1.07635,0.01521,0.71796,0.63346,507
89,277,B0346/S0248,,,chaotic,0.00721773,0.99693,0.00323,0.15262,0.99446,0.39694,0.16092,0.23615,0.8802,0.07295,0.47603,508
476,46,B234678/S1235,,,chaotic,0.00719157,0.98964,0.00901,0.06323,0.97986,0.35906,0.16016,0.92014,0.73041,0.02207,0.48493,509
216,135,B3467/S0127,,,chaotic,0.00717901,0.98682,0.00768,0.01863,0.98166,0.36793,0.16056,1.07714,0.46594,0.02979,0.48019,510
241,406,B04567/S12478,,,chaotic,0.00708653,0.99567,0.0045,0.15114,0.9952,0.38344,0.1612,0.35035,0.87524,0.04888,0.47282,511
170,4,B1357/S2,,,chaotic,0.00691279,0.95817,0.01443,0.31416,0.95713,0.3729,0.15974,1.89633,0.21231,0.03506,0.48978,512
180,78,B2457/S1236,,,chaotic,0.00680361,0.99733,0.0028,0.13918,0.99642,0.40098,0.16103,0.20145,0.86969,0.08179,0.4748,513
495,223,B01235678/S0123467,,,chaotic,0.00651741,0.83086,0.02196,0.25167,0.82816,0.51761,0.14799,1.4604,0.00959,0.73779,0.6309,514
475,239,B0134678/S0123567,,,active,0.00636569,0.84277,0.03322,0.24793,0.82715,0.58561,0.14583,1.02971,0.00943,0.99754,0.65696,515
53,100,B0245/S256,,,chaotic,0.00628713,0.9979,0.0021,0.08224,0.99806,0.41484,0.16085,0.1536,0.723,0.11872,0.47688,516
460,352,B23678/S568,,,chaotic,0.00617808,0.96382,0.01217,0.25928,0.96265,0.34585,0.16003,1.89528,0.4857,0.0138,0.48645,517
11,497,B013/S045678,,,active,0.00602353,0.87484,0.038,0.11131,0.87314,0.92983,0.08001,1.00507,0.14698,0.04417,0.92321,518
