b_int,s_int,rule,known_name,known_class,activity,complexity,mean_H,std_H,opacity_up,opacity_down,tcomp,gzip,w_H,w_OP,w_T,w_G,rank
337,65,B0468/S06,,,active,0.00019259,0.80802,0.04142,0.32927,0.79103,0.58783,0.14207,1.00116,0.00028,0.99523,0.70185,703
393,128,B0378/S7,,,chaotic,0.00018538,0.80436,0.02761,0.32916,0.79584,0.50024,0.14357,1.14913,0.00039,0.60832,0.68408,704
91,276,B01346/S248,,,chaotic,0.00018437,0.99796,0.00242,0.31807,0.99216,0.34567,0.1607,0.15136,0.18569,0.01371,0.47858,705
364,132,B23568/S27,,,chaotic,0.00018158,0.98896,0.00845,0.0923,0.98678,0.26697,0.16101,0.95714,0.84356,0.00047,0.47499,706
43,257,B0135/S08,,,chaotic,0.0001798,0.94856,0.0167,0.32542,0.94013,0.28831,0.15822,1.82022,0.14996,0.0013,0.50768,707
214,3,B12467/S01,,,chaotic,0.00017977,0.97085,0.01644,0.20748,0.94544,0.25743,0.15732,1.66648,0.70586,0.00029,0.51829,708
473,456,B034678/S3678,,,chaotic,0.00017624,0.99884,0.00152,0.30532,0.99862,0.357,0.16064,0.08269,0.21647,0.02055,0.47924,709
504,155,B345678/S01347,,,chaotic,0.00017065,0.95613,0.01542,0.32857,0.95188,0.28612,0.15951,1.86559,0.15824,0.00117,0.49245,710
509,309,B02345678/S02458,,,chaotic,0.00015377,0.93866,0.03032,0.30869,0.92508,0.29441,0.15689,1.06802,0.16098,0.00171,0.52343,711
100,234,B256/S13567,,,active,0.00015242,0.79667,0.04714,0.28951,0.79131,0.84849,0.13069,1.00006,0.00055,0.33389,0.82832,712
414,73,B123478/S036,,,chaotic,0.00014542,0.99694,0.00339,0.22891,0.98748,0.29806,0.16042,0.23714,0.6336,0.00201,0.48189,713
68,254,B26/S1234567,,,active,0.0001432,0.8611,0.00199,0.0,0.85732,0.97352,0.02668,1.45702,0.02962,0.00973,0.34121,714
246,421,B124567/S02578,,,chaotic,0.00014221,0.97061,0.00753,0.0317,0.96839,0.25894,0.16042,1.66909,0.55604,0.00032,0.4818,715
445,286,B0234578/S12348,,,chaotic,0.00014151,0.96816,0.02975,0.34709,0.93083,0.30734,0.15491,0.99909,0.08619,0.003,0.54719,716
238,328,B123567/S368,,,chaotic,0.00013767,0.99844,0.00227,0.20033,0.9987,0.31108,0.1605,0.11511,0.70701,0.00352,0.48094,717
254,406,B1234567/S12478,,,chaotic,0.0001369,0.94896,0.01197,0.29277,0.94693,0.26807,0.15925,1.97585,0.2799,0.0005,0.4955,718
347,263,B013468/S0128,,,chaotic,0.00013491,0.98544,0.01573,0.29859,0.96963,0.278,0.15889,1.17978,0.28436,0.0008,0.49981,719
65,501,B06/S0245678,,,active,0.00013138,0.81868,0.01066,0.01863,0.81147,0.93881,0.05234,1.98601,0.00314,0.03316,0.63494,720
61,319,B02345/S0123458,,,chaotic,0.00012899,0.93239,0.06692,0.48885,0.89541,0.45456,0.15131,0.99769,0.00075,0.29248,0.59064,721
477,24,B0234678/S34,,,chaotic,0.00011882,0.99604,0.00443,0.22002,0.98037,0.28389,0.15949,0.32041,0.71057,0.00106,0.49273,722
283,129,B01348/S07,,,chaotic,0.00011424,0.96603,0.01158,0.20618,0.96219,0.24526,0.15989,1.86915,0.79358,0.00016,0.48806,723
91,38,B01346/S125,,,chaotic,0.00011297,0.99856,0.0017,0.3283,0.99696,0.34931,0.16086,0.10313,0.14686,0.01564,0.47678,724
302,197,B12358/S0267,,,chaotic,0.00010969,0.99806,0.00233,0.32933,0.98942,0.33793,0.16044,0.14348,0.15447,0.01028,0.48161,725
237,251,B023567/S0134567,,,active,0.00010171,0.7735,0.05691,0.24447,0.76289,0.73493,0.11829,1.0,0.00011,0.9981,0.93531,726
186,13,B13457/S023,,,chaotic,9.968e-05,0.99688,0.00349,0.16302,0.97915,0.27974,0.15957,0.24237,0.95766,0.00087,0.49178,727
511,154,B012345678/S1347,,,chaotic,9.556e-05,0.94239,0.02205,0.29392,0.93674,0.26944,0.15846,1.44537,0.24517,0.00053,0.50489,728
351,72,B0123468/S36,,,chaotic,9.406e-05,0.99508,0.00427,0.10228,0.98866,0.27114,0.16097,0.39266,0.8687,0.00058,0.47546,729
502,140,B1245678/S237,,,chaotic,9.335e-05,0.99335,0.00515,0.03172,0.99342,0.27581,0.16097,0.54304,0.49861,0.00073,0.47546,730
285,419,B02348/S01578,,,chaotic,8.749e-05,0.99873,0.00166,0.31859,0.99589,0.34064,0.16092,0.091,0.1775,0.01138,0.47603,731
479,147,B01234678/S0147,,,chaotic,8.28e-05,0.99328,0.00577,0.01863,0.99035,0.27511,0.16094,0.56303,0.44069,0.0007,0.47584,732
401,129,B0478/S07,,,active,8.119e-05,0.79652,0.055,0.32327,0.77727,0.58084,0.13941,1.0,0.00011,0.99994,0.73296,733
150,255,B1247/S01234567,,,active,7.825e-05,0.82079,0.0057,0.18651,0.80164,0.95027,0.05318,1.73358,0.0031,0.02258,0.64508,734
348,453,B23468/S02678,,,chaotic,7.019e-05,0.99866,0.00183,0.2252,0.99326,0.30247,0.16089,0.0969,0.62429,0.00244,0.47641,735
129,271,B07/S01238,,,active,6.893e-05,0.85531,0.0,0.0,0.84257,0.975,0.03121,1.32465,0.01459,0.00919,0.38812,736
383,148,B01234568/S247,,,chaotic,6.877e-05,0.96883,0.01823,0.24085,0.96131,0.24412,0.15967,1.59108,0.59235,0.00015,0.49064,737
270,270,B1238/S1238,,,chaotic,6.874e-05,0.94244,0.04577,0.42043,0.90012,0.35028,0.15231,0.99383,0.00738,0.0162,0.57851,738
127,148,B0123456/S247,,,chaotic,6.54e-05,0.96775,0.02308,0.27955,0.95845,0.25662,0.15956,1.27717,0.36774,0.00028,0.49188,739
506,24,B1345678/S34,,,chaotic,6.464e-05,0.99354,0.00711,0.11763,0.97187,0.25273,0.15886,0.57108,0.97462,0.00023,0.5001,740
248,143,B34567/S01237,,,chaotic,5.885e-05,0.98207,0.00982,0.03729,0.97619,0.24406,0.16029,1.40295,0.58556,0.00015,0.48331,741
317,467,B023458/S014678,,,active,5.791e-05,0.78688,0.06212,0.31787,0.77283,0.69229,0.13799,1.0,9e-05,0.89483,0.7493,742
116,37,B2456/S025,,,chaotic,5.709e-05,0.9974,0.00286,0.12375,0.99762,0.27565,0.16084,0.19629,0.84723,0.00072,0.47697,743
348,265,B23468/S038,,,chaotic,5.59e-05,0.99404,0.00515,0.0799,0.98115,0.25695,0.16004,0.4905,0.81428,0.00029,0.48626,744
186,11,B13457/S013,,,chaotic,5.399e-05,0.9958,0.00512,0.14525,0.98665,0.26025,0.16051,0.35001,0.94474,0.00034,0.48076,745
94,282,B12346/S1348,,,chaotic,5.368e-05,0.98714,0.01506,0.37671,0.94544,0.29438,0.15596,1.09364,0.05381,0.00171,0.5346,746
108,37,B2356/S025,,,chaotic,5.185e-05,0.99916,0.00098,0.29543,0.99899,0.32939,0.16085,0.05821,0.25257,0.0074,0.47688,747
273,1,B048/S0,,,active,5.177e-05,0.80274,0.03918,0.32541,0.77267,0.54695,0.13741,1.00311,7e-05,0.9182,0.75585,748
49,83,B045/S0146,,,active,5.044e-05,0.77398,0.02237,0.07412,0.76509,0.86868,0.12607,1.43133,0.00018,0.22259,0.87287,749
159,389,B012347/S0278,,,chaotic,4.743e-05,0.99516,0.00551,0.19505,0.9472,0.25613,0.15527,0.40861,0.77456,0.00028,0.54279,750
246,248,B124567/S34567,,,active,4.685e-05,0.81909,0.08249,0.38963,0.79289,0.66781,0.1372,1.0,8e-05,0.73919,0.75824,751
382,398,B1234568/S12378,,,chaotic,4.606e-05,0.95603,0.01747,0.31832,0.94598,0.25683,0.15828,1.74792,0.18173,0.00029,0.50691,752
252,253,B234567/S0234567,,,active,4.593e-05,0.78599,0.03196,0.20138,0.75764,0.64788,0.05182,1.04453,0.0001,0.69766,0.62863,753
237,10,B023567/S13,,,chaotic,4.549e-05,0.99579,0.00477,0.1855,0.99156,0.26003,0.16082,0.34532,0.82158,0.00034,0.47716,754
499,320,B0145678/S68,,,chaotic,4.329e-05,0.96147,0.01955,0.28668,0.94958,0.24533,0.15434,1.57228,0.31374,0.00016,0.55404,755
372,260,B24568/S28,,,chaotic,4.092e-05,0.99011,0.00548,0.0,0.99075,0.2591,0.16134,0.7865,0.34434,0.00032,0.47122,756
219,400,B013467/S478,,,chaotic,3.87e-05,0.99918,0.00104,0.27413,0.9991,0.31503,0.16098,0.05716,0.34338,0.00415,0.47537,757
406,257,B12478/S08,,,chaotic,3.696e-05,0.95699,0.02389,0.32087,0.93454,0.26121,0.1565,1.29594,0.15152,0.00036,0.52808,758
219,13,B013467/S023,,,chaotic,3.47e-05,0.9924,0.00991,0.30481,0.97236,0.26261,0.15921,0.71287,0.25687,0.00038,0.49598,759
189,400,B023457/S478,,,chaotic,3.219e-05,0.99465,0.00488,0.07421,0.99316,0.25133,0.16139,0.43735,0.72344,0.00022,0.47066,760
161,117,B057/S02456,,,active,3.1e-05,0.77182,0.02433,0.13511,0.76556,0.90102,0.10378,1.3052,0.00023,0.10178,0.99715,761
236,323,B23567/S0168,,,chaotic,2.873e-05,0.99181,0.00532,0.0,0.99131,0.25549,0.16112,0.66203,0.34273,0.00027,0.47367,762
252,398,B234567/S12378,,,chaotic,2.714e-05,0.95005,0.02059,0.32575,0.94325,0.25204,0.15811,1.54076,0.15438,0.00022,0.50893,763
444,145,B234578/S047,,,chaotic,2.441e-05,0.99419,0.00473,0.09291,0.99236,0.2425,0.16143,0.46949,0.8099,0.00014,0.47009,764
47,253,B01235/S0234567,,,active,2.354e-05,0.82032,0.00551,0.22204,0.80335,0.96548,0.03015,1.71932,0.00276,0.01314,0.3769,765
172,128,B2357/S7,,,chaotic,1.988e-05,0.95417,0.01214,0.32923,0.9529,0.2418,0.15972,1.95938,0.1574,0.00013,0.48997,766
500,294,B245678/S1258,,,chaotic,1.933e-05,0.98456,0.00541,0.0,0.98423,0.23702,0.16114,1.10998,0.36042,0.0001,0.47348,767
416,251,B578/S0134567,,,active,1.774e-05,0.87398,0.00324,0.0,0.80917,0.96589,0.03381,1.54882,0.00213,0.01294,0.4163,768
251,402,B0134567/S1478,,,chaotic,1.763e-05,0.97844,0.00767,0.03727,0.97843,0.22139,0.16111,1.47712,0.58162,4e-05,0.47386,769
504,269,B345678/S0238,,,chaotic,1.758e-05,0.99611,0.00455,0.19649,0.9831,0.24285,0.16017,0.31666,0.82376,0.00014,0.48474,770
378,292,B134568/S258,,,chaotic,1.747e-05,0.98809,0.00519,0.0,0.98866,0.23954,0.16125,0.9055,0.35008,0.00012,0.47216,771
15,267,B0123/S0138,,,chaotic,1.736e-05,0.99514,0.00674,0.34597,0.90779,0.28567,0.14766,0.43002,0.05529,0.00115,0.63484,772
57,259,B0345/S018,,,chaotic,1.613e-05,0.97907,0.00948,0.05032,0.97972,0.21703,0.1609,1.52334,0.65634,3e-05,0.47622,773
498,160,B145678/S57,,,chaotic,1.37e-05,0.95767,0.02524,0.31123,0.92967,0.23874,0.15028,1.21813,0.16675,0.00011,0.60308,774
183,322,B012457/S168,,,chaotic,1.069e-05,0.98986,0.00544,0.0,0.99026,0.23297,0.16142,0.80148,0.34573,8e-05,0.47028,775
372,19,B24568/S014,,,chaotic,9.43e-06,0.9992,0.001,0.32387,0.99821,0.30067,0.16082,0.05577,0.15731,0.00225,0.47716,776
100,240,B256/S4567,,,active,8.94e-06,0.81041,0.06625,0.33171,0.78282,0.91316,0.07181,1.0,0.00014,0.07274,0.85305,777
187,274,B013457/S148,,,chaotic,8.78e-06,0.99878,0.00167,0.28292,0.99542,0.2741,0.16107,0.08751,0.31644,0.00067,0.47433,778
317,11,B023458/S013,,,chaotic,7.29e-06,0.99389,0.00796,0.16173,0.96411,0.21251,0.1576,0.55727,0.96992,3e-05,0.51501,779
350,25,B123468/S034,,,chaotic,6.99e-06,0.9954,0.00565,0.32797,0.93475,0.25331,0.15378,0.39089,0.1333,0.00024,0.56081,780
246,17,B124567/S04,,,chaotic,6.89e-06,0.99792,0.00226,0.11544,0.99679,0.2387,0.16064,0.15326,0.84056,0.00011,0.47934,781
255,241,B01234567/S04567,,,chaotic,6.52e-06,0.7905,0.04008,0.27616,0.7386,0.51903,0.09118,1.00211,1e-05,0.74799,0.98456,782
57,163,B0345/S0157,,,chaotic,6.47e-06,0.99752,0.0022,0.03741,0.99664,0.24362,0.16063,0.18184,0.51264,0.00014,0.47943,783
242,199,B14567/S01267,,,chaotic,5.95e-06,0.98807,0.00494,0.0,0.98447,0.21921,0.16049,0.89629,0.35992,4e-05,0.48104,784
159,253,B012347/S0234567,,,active,5.24e-06,0.78331,0.01272,0.04991,0.75908,0.93359,0.06069,1.99592,9e-05,0.03923,0.73409,785
182,65,B12457/S06,,,chaotic,5.1e-06,0.97935,0.00615,0.0,0.97946,0.20903,0.16124,1.36827,0.36865,2e-05,0.47235,786
444,19,B234578/S014,,,chaotic,4.67e-06,0.99779,0.00288,0.26734,0.98473,0.24238,0.16035,0.16757,0.42566,0.00014,0.48265,787
445,290,B0234578/S158,,,chaotic,4.5e-06,0.99681,0.00285,0.08212,0.9972,0.22537,0.16102,0.24023,0.72949,5e-05,0.4749,788
438,448,B124578/S678,,,chaotic,4.49e-06,0.97853,0.00699,0.01862,0.97747,0.20162,0.16105,1.44082,0.47337,1e-05,0.47452,789
1,309,B0/S02458,,,active,3.27e-06,0.76934,0.0072,0.0,0.75994,0.92247,0.04801,1.8354,6e-05,0.05535,0.58246,790
440,68,B34578/S26,,,chaotic,3.03e-06,0.99866,0.00157,0.26774,0.99765,0.24737,0.16112,0.09572,0.37954,0.00018,0.47367,791
236,129,B23567/S07,,,chaotic,2.98e-06,0.97809,0.00892,0.03733,0.97803,0.1903,0.16128,1.54063,0.58278,1e-05,0.47188,792
121,272,B03456/S48,,,chaotic,2.85e-06,0.99879,0.00157,0.31293,0.9957,0.26102,0.16096,0.08641,0.19644,0.00035,0.47556,793
444,417,B234578/S0578,,,chaotic,2.51e-06,0.99798,0.00198,0.0822,0.99716,0.22394,0.16142,0.14655,0.73005,5e-05,0.47028,794
2,0,B1/S,Seeds,C2,active,2.24e-06,0.7318,0.04538,0.08481,0.71862,0.5725,0.1329,1.00017,0.0,0.99562,0.80533,795
510,142,B12345678/S1237,,,chaotic,2.22e-06,0.97242,0.0094,0.0,0.96086,0.18986,0.15794,1.71629,0.36909,1e-05,0.51096,796
57,255,B0345/S01234567,,,active,2.18e-06,0.79917,0.0032,0.0,0.78135,0.96357,0.02544,1.5464,0.0003,0.01409,0.32895,797
125,197,B023456/S0267,,,chaotic,1.82e-06,0.98774,0.00458,0.0,0.988,0.19953,0.1615,0.90157,0.35175,1e-05,0.46934,798
511,140,B012345678/S237,,,chaotic,1.71e-06,0.97572,0.00868,0.0634,0.96767,0.1759,0.15925,1.60652,0.74495,0.0,0.4955,799
493,96,B0235678/S56,,,chaotic,1.6e-06,0.99914,0.00111,0.32916,0.99547,0.26242,0.16073,0.06006,0.14678,0.00038,0.4783,800
505,16,B0345678/S4,,,chaotic,1.52e-06,0.99532,0.00422,0.03734,0.99408,0.20438,0.16096,0.37321,0.52576,2e-05,0.47556,801
116,258,B2456/S18,,,chaotic,1.44e-06,0.98664,0.00473,0.0,0.98475,0.19397,0.1613,0.96957,0.35934,1e-05,0.47169,802
75,242,B0136/S14567,,,active,1.37e-06,0.77944,0.00732,0.05028,0.76378,0.96921,0.0393,1.84294,0.00014,0.01144,0.47858,803
97,261,B056/S028,,,active,1.21e-06,0.73639,0.0258,0.0,0.73065,0.86316,0.10541,1.22585,0.0,0.25026,0.99416,804
143,259,B01237/S018,,,chaotic,1.2e-06,0.99622,0.00515,0.24715,0.89581,0.21441,0.14255,0.31655,0.18731,3e-05,0.69626,805
288,431,B58/S0123578,,,active,1.16e-06,0.7869,0.00137,0.0,0.77471,0.97243,0.03621,1.41383,0.00018,0.01014,0.4432,806
224,399,B567/S012378,,,active,1.05e-06,0.7822,0.00028,0.0,0.77304,0.9699,0.0357,1.34186,0.00016,0.01115,0.43742,807
251,18,B0134567/S14,,,chaotic,1.04e-06,0.9943,0.00471,0.0,0.98905,0.20116,0.16055,0.46064,0.34903,1e-05,0.48038,808
160,335,B57/S012368,,,active,8e-07,0.78197,0.00066,0.0,0.77428,0.97128,0.02386,1.36629,0.00018,0.01059,0.31366,809
353,283,B0568/S01348,,,active,7e-07,0.78162,0.00267,0.0,0.76736,0.97197,0.03619,1.50642,0.0001,0.01031,0.44293,810
400,375,B478/S0124568,,,active,5.8e-07,0.80137,0.1006,0.41876,0.76162,0.8804,0.11235,1.0,0.0,0.1708,0.96998,811
221,195,B023467/S0167,,,chaotic,5.7e-07,0.99909,0.00126,0.33152,0.99611,0.24221,0.16087,0.06368,0.1394,0.00013,0.47659,812
19,498,B014/S145678,,,active,5.1e-07,0.75504,0.02514,0.11553,0.74919,0.96474,0.04392,1.25931,6e-05,0.0135,0.53314,813
222,19,B123467/S014,,,chaotic,4.3e-07,0.99706,0.00324,0.32804,0.96901,0.20946,0.15815,0.22629,0.17066,2e-05,0.50845,814
445,451,B0234578/S01678,,,chaotic,4.1e-07,0.99852,0.00181,0.23431,0.9967,0.20243,0.16083,0.10632,0.55586,1e-05,0.47707,815
385,195,B078/S0167,,,active,3.6e-07,0.74338,0.02667,0.03725,0.73425,0.91825,0.04539,1.1862,1e-05,0.06276,0.55071,816
191,448,B0123457/S678,,,chaotic,2.7e-07,0.99752,0.00259,0.15217,0.99438,0.17927,0.16118,0.185,0.8814,0.0,0.47301,817
72,12,B36/S23,HighLife,C4,active,2.5e-07,0.72368,0.05905,0.15757,0.69803,0.78836,0.12686,1.0,0.0,0.76636,0.86568,818
385,107,B078/S01356,,,active,2.2e-07,0.77237,0.0023,0.0,0.75686,0.97056,0.02453,1.47942,4e-05,0.01088,0.32007,819
95,472,B012346/S34678,,,active,2.2e-07,0.70796,0.05873,0.22436,0.70046,0.78682,0.12904,1.0,0.0,0.77704,0.84475,820
276,502,B248/S1245678,,,active,1.3e-07,0.7561,0.00021,0.0,0.75169,0.97118,0.02632,1.33737,3e-05,0.01063,0.33763,821
373,69,B024568/S026,,,chaotic,1.2e-07,0.99957,0.0006,0.32277,0.99885,0.22515,0.16051,0.02944,0.15933,5e-05,0.48076,822
189,136,B023457/S37,,,chaotic,1.1e-07,0.9972,0.00278,0.31566,0.9888,0.18566,0.16073,0.21043,0.19918,1e-05,0.4782,823
442,290,B134578/S158,,,chaotic,9e-08,0.99948,0.0007,0.32465,0.99849,0.21649,0.16071,0.03554,0.15458,3e-05,0.47848,824
445,9,B0234578/S03,,,chaotic,8e-08,0.99803,0.00253,0.25978,0.98106,0.17214,0.15946,0.14666,0.47625,0.0,0.49312,825
280,337,B348/S0468,,,active,7e-08,0.72636,0.14045,0.38407,0.71574,0.66012,0.12744,1.0,0.0,0.68286,0.86019,826
95,121,B012346/S03456,,,chaotic,5e-08,0.88463,0.10098,0.54025,0.81318,0.36386,0.13704,0.99998,0.0,0.026,0.76008,827
123,390,B013456/S1278,,,chaotic,4e-08,0.99808,0.00182,0.16307,0.99713,0.15432,0.16092,0.13798,0.84046,0.0,0.47603,828
288,123,B58/S013456,,,active,4e-08,0.78167,0.00129,0.0,0.7438,0.97482,0.01487,1.40847,1e-05,0.00925,0.23469,829
90,250,B1346/S134567,,,active,4e-08,0.7535,0.00539,0.0,0.72986,0.96357,0.04049,1.71071,0.0,0.01409,0.49254,830
225,307,B0567/S01458,,,active,3e-08,0.74892,0.00704,0.0,0.7224,0.95777,0.03988,1.82539,0.0,0.01737,0.4854,831
121,132,B03456/S27,,,chaotic,3e-08,0.99903,0.0015,0.30356,0.99836,0.18144,0.16125,0.06886,0.22348,0.0,0.47226,832
143,131,B01237/S017,,,chaotic,2e-08,0.98626,0.01283,0.42841,0.85926,0.20032,0.13772,1.189,0.00134,1e-05,0.75235,833
446,390,B1234578/S1278,,,chaotic,1e-08,0.99592,0.00365,0.0951,0.97698,0.12189,0.15854,0.31753,0.89534,0.0,0.50384,834
103,19,B01256/S014,,,chaotic,1e-08,0.96726,0.02883,0.43826,0.85447,0.19364,0.13669,1.02835,0.00081,1e-05,0.76401,835
59,384,B01345/S78,,,chaotic,1e-08,0.99141,0.00416,0.01865,0.99006,0.112,0.1615,0.65531,0.44184,0.0,0.46934,836
315,131,B013458/S017,,,chaotic,1e-08,0.9942,0.00371,0.0,0.99371,0.13248,0.16102,0.44714,0.33538,0.0,0.4749,837
177,35,B0457/S015,,,active,1e-08,0.72318,0.01979,0.0,0.70186,0.94109,0.0779,1.62252,0.0,0.03077,0.90691,838
309,498,B02458/S145678,,,active,0.0,0.44824,0.0,0.0,0.44225,0.97437,0.01485,1.32465,0.0,0.00942,0.23456,839
0,408,B/S3478,,,dead,0.0,0.06591,0.0,0.0,0.04475,0.975,0.00489,1.32102,0.0,0.00919,0.16379,840
471,482,B0124678/S15678,,,saturated,0.0,0.03674,0.07792,0.0,0.03837,0.97073,0.00697,0.95052,0.0,0.01081,0.1771,841
342,499,B12468/S0145678,,,active,0.0,0.23191,0.0,0.0,0.22251,0.975,0.01099,1.32465,0.0,0.00919,0.20507,842
510,323,B12345678/S0168,,,chaotic,0.0,0.99988,0.00011,0.32923,0.99092,0.00219,0.15776,0.00803,0.15292,0.0,0.51317,843
151,9,B01247/S03,,,chaotic,0.0,0.56783,0.14721,0.56997,0.39319,0.03779,0.05518,1.0,0.0,0.0,0.66918,844
249,499,B034567/S0145678,,,active,0.0,0.24973,0.0,0.0,0.24587,0.975,0.01405,1.32465,0.0,0.00919,0.22825,845
392,81,B378/S046,,,active,0.0,0.23651,0.0019,0.0,0.23276,0.96723,0.01558,1.45102,0.0,0.01232,0.24046,846
383,456,B01234568/S3678,,,saturated,0.0,0.45104,0.19204,0.29523,0.44038,0.81375,0.07922,1.0,0.0,0.57816,0.91729,847
232,385,B3567/S078,,,active,0.0,0.22235,0.00603,0.0,0.22083,0.97049,0.01505,1.75722,0.0,0.01091,0.23612,848
253,476,B0234567/S234678,,,active,0.0,0.22879,0.0,0.0,0.22564,0.975,0.01241,1.32465,0.0,0.00919,0.21559,849
160,473,B57/S034678,,,active,0.0,0.2904,0.00074,0.0,0.2569,0.97498,0.01523,1.37127,0.0,0.0092,0.23756,850
509,389,B02345678/S0278,,,chaotic,0.0,0.99705,0.00253,0.03742,0.99344,0.05608,0.16078,0.21924,0.52936,0.0,0.47763,851
151,2,B01247/S1,,,chaotic,0.0,0.88954,0.03528,0.41006,0.57799,0.04705,0.07426,1.01444,0.0,0.0,0.87589,852
367,53,B0123568/S0245,,,chaotic,0.0,0.45311,0.13232,0.28481,0.34064,0.04444,0.04599,1.0,0.0,0.0,0.55796,853
408,499,B3478/S0145678,,,active,0.0,0.2878,0.01183,0.0,0.25757,0.9718,0.01566,1.99977,0.0,0.01038,0.24106,854
230,475,B12567/S0134678,,,active,0.0,0.21509,0.04615,0.0,0.21482,0.97033,0.01981,1.00011,0.0,0.01097,0.27633,855
455,9,B012678/S03,,,chaotic,0.0,0.98281,0.01173,0.26439,0.64317,0.09024,0.0324,1.39171,0.0,0.0,0.40091,856
64,163,B6/S0157,,,active,0.0,0.37885,0.0,0.0,0.37357,0.975,0.01324,1.32465,0.0,0.00919,0.22192,857
8,12,B3/S23,Conway,C4,active,0.0,0.67392,0.08942,0.19141,0.65002,0.81796,0.11772,1.0,0.0,0.54637,0.93916,858
415,12,B0123478/S23,,,chaotic,0.0,0.45736,0.00244,0.06774,0.4447,0.0001,0.01721,1.48985,0.0,0.0,0.25391,859
48,6,B45/S12,,,active,0.0,0.40614,0.00233,0.0,0.39415,0.96976,0.01525,1.48198,0.0,0.01121,0.23776,860
115,504,B01456/S345678,,,active,0.0,0.25822,0.0,0.0,0.25541,0.975,0.01366,1.32465,0.0,0.00919,0.22519,861
160,129,B57/S07,,,active,0.0,0.22555,0.0,0.0,0.22269,0.975,0.01235,1.32465,0.0,0.00919,0.21516,862
27,10,B0134/S13,,,chaotic,0.0,0.55338,0.15178,0.42493,0.41006,0.06892,0.06139,1.0,0.0,0.0,0.74214,863
79,506,B01236/S1345678,,,active,0.0,0.51778,0.0,0.0,0.51509,0.975,0.01639,1.32465,0.0,0.00919,0.24706,864
80,118,B46/S12456,,,active,0.0,0.67122,0.15679,0.49134,0.60169,0.89405,0.09165,1.0,0.0,0.12214,0.98615,865
159,125,B012347/S023456,,,chaotic,0.0,0.10312,0.04109,0.01822,0.08105,0.013,0.01276,1.00128,0.0,0.0,0.21824,866
253,505,B0234567/S0345678,,,active,0.0,0.25561,0.0,0.0,0.24845,0.975,0.01408,1.32465,0.0,0.00919,0.22844,867
256,187,B8/S013457,,,active,0.0,0.59755,0.0,0.0,0.58991,0.975,0.01421,1.32465,0.0,0.00919,0.22946,868
407,2,B012478/S1,,,chaotic,0.0,0.87276,0.05094,0.45134,0.58601,0.04722,0.07786,1.0,0.0,0.0,0.90659,869
117,450,B02456/S1678,,,chaotic,0.0,0.99961,0.00054,0.32599,0.9834,0.07431,0.15736,0.02651,0.17109,0.0,0.51781,870
489,484,B035678/S25678,,,saturated,0.0,0.034,0.09994,0.01602,0.04295,0.96773,0.00813,0.9354,0.0,0.01209,0.18488,871
384,291,B78/S0158,,,active,0.0,0.37742,0.0,0.0,0.37425,0.975,0.01338,1.32465,0.0,0.00919,0.22299,872
318,260,B123458/S28,,,chaotic,0.0,0.94314,0.00936,0.28655,0.91947,0.02616,0.15738,1.93384,0.20503,0.0,0.51762,873
454,502,B12678/S1245678,,,active,0.0,0.54252,0.01307,0.0,0.47645,0.97402,0.0156,1.99116,0.0,0.00954,0.24059,874
43,28,B0135/S234,,,chaotic,0.0,0.81524,0.09752,0.44368,0.72972,0.248,0.12102,1.0,0.0,0.00018,0.91542,875
112,160,B456/S57,,,dead,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,876
368,504,B4568/S345678,,,saturated,0.0,0.13301,0.19325,0.10203,0.09692,0.97044,0.0109,1.0,0.0,0.01093,0.20442,877
360,499,B3568/S0145678,,,saturated,0.0,0.12452,0.0396,0.0,0.11885,0.97351,0.01169,1.0026,0.0,0.00973,0.21022,878
240,352,B4567/S568,,,dead,0.0,0.0,0.0,0.0,0.0,0.975,0.00154,0.0,0.0,0.00919,0.14385,879
245,467,B024567/S014678,,,active,0.0,0.22836,0.04008,0.0,0.22795,0.96622,0.02069,1.00211,0.0,0.01279,0.28419,880
303,8,B012358/S3,,,chaotic,0.0,0.34072,0.04985,0.09264,0.28983,0.00889,0.02667,1.00001,0.0,0.0,0.34112,881
363,493,B013568/S0235678,,,active,0.0,0.17072,0.0,0.0,0.16115,0.975,0.01164,1.32465,0.0,0.00919,0.2098,882
511,28,B012345678/S234,,,chaotic,0.0,0.35928,0.0,0.01874,0.3558,0.0,0.0158,1.32465,0.0,0.0,0.24218,883
111,94,B012356/S12346,,,chaotic,0.0,0.05538,0.06772,0.02308,0.05309,0.01125,0.01169,0.99216,0.0,0.0,0.21022,884
105,498,B0356/S145678,,,active,0.0,0.34293,0.00243,0.0,0.33898,0.97487,0.01401,1.4891,0.0,0.00924,0.22786,885
400,98,B478/S156,,,active,0.0,0.20044,0.0,0.0,0.19557,0.975,0.01127,1.32465,0.0,0.00919,0.2071,886
320,59,B68/S01345,,,active,0.0,0.64306,0.00077,0.0,0.62979,0.97437,0.01846,1.37366,0.0,0.00942,0.26452,887
480,313,B5678/S03458,,,active,0.0,0.45456,0.00668,0.0,0.39272,0.97424,0.01465,1.80187,0.0,0.00946,0.23294,888
303,481,B012358/S05678,,,active,0.0,0.45351,0.12231,0.25429,0.43871,0.94012,0.04443,1.0,0.0,0.03177,0.53928,889
