experiment,threshold,regime,peak_C_A,peak_t_A,peak_C_B,peak_t_B,final_C_A,mean_C_A,mean_C_B,var_C_A,var_C_B,lag1_ac_C_A,lag1_ac_C_B,mapping_agree
vacancy_dynamics,0.0,mixed,0.4432577374157295,7,0.4855372763052933,9,0.41423753480229203,0.3861880747383184,0.3938286310770853,0.0008699137569175503,0.0011600403715427633,-0.0105507959727769,-0.18848653266754373,True
vacancy_dynamics,0.01,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.02,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.03,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.04,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.05,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.06,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.07,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.08,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.09,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.1,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.11,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.12,mixed,0.486085985117073,2,0.47853128893750335,2,0.4334586883631782,0.4416910324165113,0.42077409697675067,0.0005642509614689604,0.0007406321253716936,0.0032862872791331855,-0.27975075538588656,True
vacancy_dynamics,0.13,mixed,0.5366229178367967,2,0.49867367686524355,2,0.4369542177988105,0.43300752204489534,0.4417652993061927,0.0018033898520671671,0.0008999886097651329,0.10885069077353575,-0.2559640791649085,True
vacancy_dynamics,0.14,mixed,0.5366229178367967,2,0.49867367686524355,2,0.4369542177988105,0.43300752204489534,0.4417652993061927,0.0018033898520671671,0.0008999886097651329,0.10885069077353575,-0.2559640791649085,True
vacancy_dynamics,0.15,mixed,0.5841869110226713,2,0.6352415040662053,2,0.4018531651447729,0.4293286562837988,0.47959508462102507,0.002573364197367821,0.0034689057152432895,0.41075900129915593,0.3833524234678818,False
vacancy_dynamics,0.16,mixed,0.5841869110226713,2,0.6352415040662053,2,0.4018531651447729,0.4293286562837988,0.47959508462102507,0.002573364197367821,0.0034689057152432895,0.41075900129915593,0.3833524234678818,False
vacancy_dynamics,0.17,mixed,0.7345451013544364,2,0.7005552443670827,2,0.48968302159983707,0.5023887022335725,0.5076136503220466,0.005149502342247556,0.004509800871057748,0.8650215578068423,0.6550385781315741,True
vacancy_dynamics,0.18,mixed,0.7345451013544364,2,0.7005552443670827,2,0.48968302159983707,0.5023887022335725,0.5076136503220466,0.005149502342247556,0.004509800871057748,0.8650215578068423,0.6550385781315741,True
vacancy_dynamics,0.19,mixed,0.7345451013544364,2,0.7005552443670827,2,0.48968302159983707,0.5023887022335725,0.5076136503220466,0.005149502342247556,0.004509800871057748,0.8650215578068423,0.6550385781315741,True
vacancy_dynamics,0.2,mixed,0.7345451013544364,2,0.7005552443670827,2,0.48968302159983707,0.5023887022335725,0.5076136503220466,0.005149502342247556,0.004509800871057748,0.8650215578068423,0.6550385781315741,True
vacancy_dynamics,0.21,mixed,0.7681335123385409,2,0.7619917313270342,2,0.5069318199520192,0.5476798688321378,0.5382104331478041,0.006879496521283967,0.00622556054671152,0.6237883947540824,0.7846655140675792,True
vacancy_dynamics,0.22,mixed,0.7681335123385409,2,0.7619917313270342,2,0.5069318199520192,0.5476798688321378,0.5382104331478041,0.006879496521283967,0.00622556054671152,0.6237883947540824,0.7846655140675792,True
